Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
292,Jake Cronenworth*,32,SDP,NL,-0.4,32,114,97,13,14,2,0,1,4,1,0,14,23,.144,.272,.196,.468,36,.240,42,19,1,3,0,0,0,4/56H,,croneja01
293,Kyle Higashioka,36,TEX,AL,0.6,33,113,102,14,25,3,0,4,11,0,0,10,30,.245,.319,.392,.711,109,.327,115,40,4,1,0,0,0,2/DH,,higasky01
294,Dalton Rushing*,25,LAD,NL,1.2,35,113,101,18,29,4,0,8,21,0,0,9,27,.287,.363,.564,.927,157,.407,161,57,2,3,0,0,0,2/H3D,,rushida01
295,Will Benson*,28,CIN,NL,-0.2,48,112,94,11,18,3,1,3,6,1,1,16,37,.191,.315,.340,.656,82,.294,78,32,0,1,0,0,1,9H/78D,,bensowi01
296,Miguel Amaya,27,CHC,NL,0.9,38,111,90,15,20,3,0,3,10,0,0,14,24,.222,.358,.356,.713,109,.355,133,32,5,5,1,0,0,2D/H3,,amayami01
297,Harrison Bader,32,SFG,NL,0.2,30,111,106,10,18,5,0,5,14,0,0,4,34,.170,.198,.358,.557,57,.246,53,38,3,0,0,1,0,8/H,,baderha01
298,Drew Millas#,28,WSN,NL,-0.4,39,111,96,15,18,3,0,2,9,0,0,10,23,.188,.278,.281,.559,60,.260,58,27,0,2,2,0,0,2/H,,milladr01
299,Yohendrick Piñango*,24,TOR,AL,-0.1,35,111,105,9,32,5,0,4,18,0,0,6,24,.305,.342,.467,.809,121,.355,118,49,2,0,0,0,0,79/HD,,pinanyo01
300,Alejandro Osuna*,23,TEX,AL,0.3,37,110,91,10,23,2,0,0,9,4,2,12,15,.253,.376,.275,.651,96,.320,111,25,1,6,1,0,0,7/89H,,osunaal02
301,Miguel Rojas,37,LAD,NL,0.3,41,110,97,8,24,4,0,1,9,0,1,7,13,.247,.306,.320,.625,77,.285,78,31,5,2,2,2,0,64H/513,,rojasmi02
302,Jared Triolo,28,PIT,NL,-0.4,34,110,99,9,22,3,0,0,6,2,1,8,27,.222,.287,.253,.540,52,.268,59,25,3,1,1,0,0,65/39HD,,triolja01
303,Nathan Lukes*,31,TOR,AL,0.8,33,109,99,12,31,6,0,1,12,0,1,4,15,.313,.361,.404,.765,111,.349,117,40,4,4,1,1,0,97/H8,,lukesna01
304,Max Muncy,23,ATH,AL,-0.2,27,109,97,16,23,5,2,2,9,2,1,6,38,.237,.303,.392,.695,88,.312,85,38,3,4,0,2,0,5/D,,muncyma02
305,Josh Smith*,28,TEX,AL,-0.1,31,108,92,6,20,2,0,0,6,2,1,14,20,.217,.324,.239,.563,70,.274,78,22,1,1,0,1,1,4/HD,,smithjo11
306,Jorge Barrosa#,25,ARI,NL,0.0,46,107,96,11,16,9,1,1,7,0,0,8,32,.167,.238,.313,.551,53,.253,50,30,1,1,2,0,0,*897/H,,barrojo01
307,Nick Loftin,27,KCR,AL,-0.1,33,107,87,14,20,8,0,1,17,0,0,13,13,.230,.340,.356,.696,99,.325,105,31,2,3,1,3,0,45/H367,,loftini01
308,MJ Melendez*,27,NYM,NL,0.1,41,107,90,11,18,4,1,4,11,0,1,10,34,.200,.311,.400,.711,101,.311,99,36,0,5,1,1,0,D7H/9,,melenmj01
309,Amed Rosario,30,NYY,AL,0.0,35,107,97,14,25,3,1,6,20,1,0,7,23,.258,.299,.495,.794,119,.341,111,48,1,0,0,3,0,5/H497D,,rosaram01
310,Ryan Vilade,27,TBR,AL,0.7,38,107,93,9,27,4,1,3,22,3,0,11,20,.290,.358,.452,.810,125,.370,127,42,2,0,1,2,0,9H/374D,,viladry01
311,Yainer Diaz,27,HOU,AL,-0.3,26,106,101,7,24,5,0,2,14,0,1,3,16,.238,.255,.347,.601,67,.266,64,35,3,0,0,2,0,2/DH,,diazya02
312,Edmundo Sosa,30,PHI,NL,-0.2,36,106,98,11,20,4,0,3,17,2,0,3,25,.204,.238,.337,.575,56,.272,56,33,2,2,0,2,0,4/756H,,sosaed01
313,Francisco Lindor#,32,NYM,NL,0.5,24,105,93,14,21,2,2,2,5,2,1,11,19,.226,.314,.355,.669,90,.308,93,33,2,1,0,0,0,6,,lindofr01
314,Andruw Monasterio,29,BOS,AL,0.2,35,105,99,11,25,10,0,2,11,1,3,6,23,.253,.295,.414,.709,101,.308,102,41,2,0,0,0,0,H/D4635,,monasan01
315,Dane Myers,30,CIN,NL,0.3,51,105,90,17,24,4,0,3,12,3,0,12,26,.267,.362,.411,.773,113,.358,117,37,3,2,0,1,0,*8H/D,,myersda01
316,Ryan Waldschmidt,23,ARI,NL,0.5,29,105,97,10,27,7,1,0,8,5,1,7,35,.278,.327,.371,.698,96,.328,100,36,0,0,0,0,0,87/DH,,waldsry01
317,Michael Conforto*,33,CHC,NL,0.4,42,104,88,12,22,9,0,4,13,1,0,15,30,.250,.356,.489,.844,143,.370,141,43,2,0,0,1,0,DH9/7,,confomi01
318,Matt Shaw,24,CHC,NL,0.3,42,104,95,10,23,6,0,3,12,3,1,6,18,.242,.291,.400,.691,99,.311,99,38,2,1,1,1,0,H9/D45378,,shawma01
319,Tyrone Taylor,32,NYM,NL,-0.5,43,104,97,8,18,4,0,3,14,0,1,3,19,.186,.210,.320,.530,48,.227,36,31,0,0,4,0,0,H897/D,,tayloty01
320,Jake Meyers,30,HOU,AL,0.1,31,103,93,10,20,4,0,2,8,1,2,8,21,.215,.282,.323,.604,70,.285,79,30,3,1,0,1,0,8/H,,meyerja02
321,Lourdes Gurriel Jr.,32,ARI,NL,-0.3,25,102,92,7,21,4,0,1,11,1,0,8,19,.228,.284,.304,.589,66,.266,59,28,0,0,0,2,0,7/D,,gurrilo01
322,Isiah Kiner-Falefa,31,BOS,AL,0.8,39,102,93,13,24,3,0,1,12,4,1,8,16,.258,.317,.323,.639,84,.304,87,30,3,0,1,0,0,46/5HD3,,kineris01
323,Brendan Donovan*,29,SEA,AL,0.7,25,101,84,9,23,4,1,3,8,1,1,11,15,.274,.386,.452,.839,141,.372,143,38,0,5,0,1,0,5/DH,,donovbr01
324,Blake Dunn,27,CIN,NL,0.7,26,101,95,13,28,4,1,2,5,3,1,5,22,.295,.337,.421,.758,108,.339,107,40,1,1,0,0,0,98/HD7,,dunnbl01
325,David Fry,30,CLE,AL,0.3,41,101,86,13,22,4,0,3,8,0,0,15,31,.256,.366,.407,.773,118,.348,119,35,3,0,0,0,1,H9D/2753,,fryda01
326,Alek Thomas*,26,ARI,NL,-0.1,28,100,94,12,17,9,0,2,10,4,0,3,23,.181,.222,.340,.563,55,.255,45,32,3,2,1,0,0,8,,thomaal01
327,Bryce Eldridge*,21,SFG,NL,0.4,26,99,87,14,25,8,0,2,7,0,0,11,23,.287,.364,.448,.812,134,.352,129,39,0,0,0,1,1,D/3H,,eldribr01
328,A.J. Ewing*,21,NYM,NL,0.8,25,99,85,11,22,1,1,1,7,7,3,11,31,.259,.340,.329,.670,92,.317,99,28,0,0,2,1,0,8/H,,ewingaj01
329,Luis Robert Jr.,28,NYM,NL,0.1,24,98,85,10,19,3,0,2,8,2,2,13,17,.224,.327,.329,.656,88,.305,95,28,2,0,0,0,0,8/H,,roberlu01
330,Austin Hedges,33,CLE,AL,0.5,30,97,84,12,21,4,0,1,7,1,1,10,18,.250,.326,.333,.660,87,.318,99,28,2,0,2,1,0,2/1H,,hedgeau01
331,Brandon Lockridge,29,MIL,NL,0.5,28,96,85,9,25,4,0,0,12,5,0,10,25,.294,.368,.341,.710,101,.342,106,29,0,0,1,0,0,7/8H3,,lockrbr01
332,Giancarlo Stanton,36,NYY,AL,0.2,24,96,90,8,23,6,0,3,14,1,0,6,29,.256,.302,.422,.724,101,.331,104,38,2,0,0,0,0,D/H,,stantmi03
333,Andrew Vaughn,28,MIL,NL,0.9,27,96,88,14,32,9,1,2,17,0,0,6,10,.364,.417,.557,.973,171,.433,179,49,2,2,0,0,0,3/HD,,vaughan01
334,Mitch Garver,35,SEA,AL,0.2,31,95,79,12,15,2,0,2,7,0,0,16,28,.190,.326,.291,.617,80,.311,98,23,0,0,0,0,0,2/HD,,garvemi01
335,Wyatt Langford,24,TEX,AL,0.7,23,95,90,11,21,4,2,2,5,3,0,5,22,.233,.274,.389,.663,93,.297,89,35,2,0,0,0,0,7/8D,,langfwy01
336,José Fermín,27,STL,NL,-0.2,36,94,84,8,21,5,0,2,10,2,0,8,15,.250,.312,.381,.693,98,.323,102,32,4,0,0,1,0,7H/58936,,fermijo01
337,Rob Refsnyder,35,SEA,AL,-0.7,40,94,83,7,11,0,0,3,9,0,0,6,28,.133,.202,.241,.443,27,.203,22,20,1,2,0,3,0,DH9/7,,refsnro01
338,Adam Frazier*,34,LAA,AL,0.0,40,93,81,15,17,5,1,1,6,0,0,9,28,.210,.297,.333,.630,79,.287,76,27,1,1,2,0,0,4H/71D,,fraziad01
339,Brett Sullivan*,32,COL,NL,-0.4,31,93,86,4,17,6,0,1,9,0,0,4,20,.198,.239,.302,.541,45,.241,32,26,3,1,1,1,0,2/1HD3,,sullibr01
340,Alex Call,31,LAD,NL,0.7,35,91,76,13,20,5,0,0,13,0,1,12,12,.263,.374,.329,.703,101,.339,117,25,1,2,0,1,0,7H/98D,,callal02
341,Jorge Mateo,31,ATL,NL,0.9,40,91,85,23,25,4,0,4,11,7,1,6,26,.294,.341,.482,.823,133,.370,131,41,2,0,0,0,0,6H/D14,,mateojo01
342,Graham Pauley*,25,MIA,NL,-0.6,33,91,85,8,14,6,0,1,9,1,1,5,22,.165,.211,.271,.482,37,.212,27,23,3,0,1,0,0,5/3H,,paulegr01
343,Jake Fraley*,31,TBR,AL,0.0,28,90,82,6,19,7,0,2,5,3,0,8,25,.232,.300,.390,.690,92,.316,88,32,1,0,0,0,0,9/HD,,fraleja01
344,Joe Mack*,23,MIA,NL,-0.1,27,90,83,8,18,4,0,1,13,0,0,5,28,.217,.261,.301,.563,61,.251,53,25,2,0,2,0,0,2/H,,mackjo02
345,Bo Naylor*,26,CLE,AL,-0.5,28,90,84,4,12,2,0,2,7,0,0,6,21,.143,.200,.238,.438,23,.201,16,20,2,0,0,0,0,2/H,,naylobo01
346,Davis Schneider,27,TOR,AL,-0.4,38,89,71,13,9,3,0,1,8,1,0,17,31,.127,.295,.211,.507,43,.257,47,15,1,0,1,0,0,7H/4D,,schneda03
347,Randal Grichuk,34,2TM,AL,0.2,41,89,85,16,23,6,0,6,19,0,0,2,21,.271,.292,.553,.845,131,.361,127,47,2,1,0,1,0,H7D/9,,grichra01
347,Randal Grichuk,34,NYY,AL,-0.3,16,33,31,8,6,4,0,0,2,0,0,1,10,.194,.212,.323,.535,48,.231,35,10,0,0,0,1,0,7/DH9,,grichra01
347,Randal Grichuk,34,CHW,AL,0.5,25,56,54,8,17,2,0,6,17,0,0,1,11,.315,.339,.685,1.024,180,.438,181,37,2,1,0,0,0,H/D97,,grichra01
348,Jordan Beck,25,COL,NL,-0.3,30,88,82,7,15,5,1,1,10,2,1,5,22,.183,.227,.305,.532,42,.241,33,25,3,0,0,1,0,79/H,,beckjo01
349,Tyler Heineman#,35,TOR,AL,-0.4,31,87,78,6,12,1,0,1,6,0,0,2,19,.154,.205,.205,.410,14,.191,-1,16,2,3,4,0,0,2/1HD,,heinety01
350,Jahmai Jones,28,DET,AL,-0.9,45,87,78,6,11,2,0,2,7,0,2,9,26,.141,.230,.244,.473,33,.222,37,19,3,0,0,0,0,DH/97,,jonesja08
351,Hao-Yu Lee,23,DET,AL,-0.6,32,87,83,6,17,3,1,2,9,0,0,4,24,.205,.241,.337,.579,60,.255,52,28,1,0,0,0,0,45/HD,,leeha02
352,Nick Yorke,24,PIT,NL,-0.4,27,86,76,6,15,3,0,1,6,0,0,7,17,.197,.279,.276,.555,56,.258,52,21,3,2,0,1,0,5/H937D,,yorkeni01
353,Jonah Heim#,31,2TM,2LG,0.3,26,86,78,11,16,6,0,4,13,0,0,7,15,.205,.267,.436,.703,93,.315,94,34,2,0,0,1,0,2/H3,,heimjo01
353,Jonah Heim#,31,ATL,NL,-0.1,12,45,39,4,9,4,0,1,8,0,0,5,5,.231,.311,.410,.721,105,.316,101,16,1,0,0,1,0,2,,heimjo01
353,Jonah Heim#,31,ATH,AL,0.4,14,41,39,7,7,2,0,3,5,0,0,2,10,.179,.220,.462,.681,80,.314,86,18,1,0,0,0,0,/2H3,,heimjo01
354,Henry Bolte,22,ATH,AL,0.4,24,85,74,6,22,4,0,0,5,4,2,7,26,.297,.376,.351,.728,100,.330,98,26,1,3,0,1,0,8/H,,boltehe01
355,Hunter Feduccia*,29,TBR,AL,0.5,35,85,72,8,19,2,0,1,6,0,0,9,27,.264,.349,.333,.683,93,.312,91,24,1,1,2,1,0,2/HD,,feduchu01
356,Derek Hill,30,CHW,AL,-0.1,48,85,75,10,16,1,0,4,7,6,4,7,27,.213,.289,.387,.676,88,.294,84,29,1,1,2,0,0,9H78/D,,hillde01
357,Drew Romo#,24,CHW,AL,0.1,24,85,73,8,12,4,0,5,11,1,0,9,21,.164,.262,.425,.687,89,.314,92,31,4,1,1,1,0,2,,romodr01
358,Andrew McCutchen,39,TEX,AL,-0.3,37,83,73,8,14,2,0,1,5,0,0,9,22,.192,.277,.260,.537,60,.259,67,19,0,0,0,1,0,DH/79,,mccutan01
359,Daniel Susac,25,SFG,NL,0.4,26,83,74,4,22,4,1,0,11,0,1,5,19,.297,.354,.378,.732,113,.322,112,28,2,2,1,1,0,2/H5,,susacda01
360,Joey Wiemer,27,WSN,NL,0.6,32,83,70,16,20,5,1,3,12,1,0,12,29,.286,.398,.514,.912,157,.394,152,36,2,1,0,0,0,98H/D1,,wiemejo01
361,Javier Báez,33,DET,AL,-0.3,24,82,78,10,20,5,0,2,6,1,1,2,16,.256,.280,.397,.678,88,.295,82,31,2,1,0,1,0,68/4,,baezja01
362,Blake Perkins#,29,MIL,NL,0.1,40,82,71,10,8,3,0,0,8,3,1,9,19,.113,.222,.155,.377,9,.212,19,11,1,1,1,0,0,8H/79D,,perkibl01
363,Thomas Saggese,24,STL,NL,-0.7,32,82,76,9,14,2,1,1,4,1,2,6,26,.184,.244,.276,.520,49,.225,43,21,2,0,0,0,0,7/6H54D,,saggeth01
364,Connor Wong,30,BOS,AL,0.8,26,82,72,9,19,8,0,0,10,1,0,6,18,.264,.338,.375,.713,104,.324,103,27,1,2,2,0,0,2/HD,,wongco01
365,Braden Shewmake*,28,HOU,AL,0.4,28,79,74,8,18,3,0,3,8,0,0,2,13,.243,.260,.405,.665,84,.289,76,30,1,0,2,1,0,56/4H,,shewmbr01
366,Mickey Gasper#,30,BOS,AL,0.3,22,77,70,10,21,3,1,0,5,0,1,4,19,.300,.342,.371,.714,104,.314,103,26,1,1,1,1,0,/2DH3,,gaspemi01
367,Eli White,32,ATL,NL,0.3,36,77,71,11,15,2,1,2,11,2,0,4,14,.211,.260,.352,.612,74,.296,83,25,1,1,0,1,0,79/8HD,,whiteel04
368,Starling Marte,37,KCR,AL,0.0,29,73,66,5,17,3,0,1,5,0,1,4,22,.258,.315,.348,.664,89,.292,86,23,1,2,0,1,0,9DH/7,,martest01
369,Taylor Trammell*,28,HOU,AL,0.2,22,73,66,8,19,4,1,0,6,1,0,5,24,.288,.347,.379,.726,104,.325,99,25,0,1,1,0,0,87/H9,,trammta01
370,Rafael Marchán#,27,PHI,NL,-0.4,23,71,68,4,7,0,0,2,6,0,0,1,13,.103,.141,.191,.332,-10,.163,-17,13,2,2,0,0,0,2/H,,marchra01
371,Everson Pereira,25,CHW,AL,0.0,18,71,64,7,16,4,0,3,7,1,0,4,21,.250,.310,.453,.763,112,.337,107,29,2,2,0,1,0,9/D8,,pereiev01
372,Nick Allen,27,HOU,AL,0.4,37,70,64,12,16,2,0,1,5,1,0,3,14,.250,.290,.328,.618,74,.294,77,21,2,1,1,1,0,64/H5,,allenni02
373,J.C. Escarra*,31,NYY,AL,-0.1,24,70,64,5,11,3,1,0,7,0,0,5,15,.172,.229,.250,.479,35,.231,35,16,1,0,0,1,0,2/H,,escarjc01
374,Justin Foscue,27,TEX,AL,0.0,25,70,63,8,16,4,0,3,9,0,0,4,18,.254,.314,.460,.775,126,.337,122,29,2,2,0,1,0,4/H3D,,foscuju01
375,James Outman*,29,MIN,AL,-0.4,49,70,64,9,10,4,1,0,3,4,2,5,29,.156,.229,.250,.479,34,.221,27,16,0,1,0,0,0,87H/9D,,outmaja01
376,Tim Tawa,27,ARI,NL,-0.6,29,70,59,6,10,2,0,1,8,0,2,8,16,.169,.265,.254,.519,47,.238,50,15,1,0,2,1,0,7/H35D4,,tawati01
377,Dylan Crews,24,WSN,NL,-0.2,17,69,65,6,12,1,0,2,6,1,0,1,15,.185,.232,.292,.524,48,.236,39,19,1,3,0,0,0,9/8H,,crewsdy01
378,Colt Emerson*,20,SEA,AL,0.5,19,69,62,9,15,5,1,4,10,0,0,5,21,.242,.319,.548,.867,145,.370,140,34,1,2,0,0,0,5/6,,emersco01
379,Leo Jiménez,25,MIA,NL,-0.6,23,69,60,6,13,1,0,0,1,1,0,6,13,.217,.304,.233,.538,57,.259,57,14,3,2,0,1,0,5/4D6H,,jimenle01
380,Christopher Morel,27,MIA,NL,-0.4,21,69,64,3,11,3,0,0,1,1,0,4,27,.172,.232,.219,.451,30,.212,23,14,0,1,0,0,0,3/DH,,morelch01
381,Anthony Volpe,25,NYY,AL,0.4,18,69,59,10,12,3,0,1,8,5,1,10,15,.203,.319,.305,.624,77,.304,79,18,0,0,0,0,0,6/H,,volpean01
382,Ramón Urías,32,STL,NL,0.2,25,68,57,9,9,3,0,2,5,0,1,6,12,.158,.279,.316,.595,71,.278,80,18,1,4,0,1,0,5/H36,,uriasra01
383,Ryan Kreidler,28,MIN,AL,0.0,26,66,58,10,13,2,1,3,11,0,2,7,15,.224,.318,.448,.766,111,.322,109,26,3,1,0,0,0,8/65H7,,kreidry01
384,Joey Loperfido*,27,HOU,AL,0.2,20,66,58,7,16,5,0,0,7,1,1,6,19,.276,.348,.362,.711,101,.317,98,21,0,1,0,1,0,7/8H9,,loperjo01
385,Jared Young*,30,NYM,NL,1.0,22,64,55,8,16,3,0,3,7,0,0,7,16,.291,.375,.509,.884,149,.382,146,28,0,1,0,1,0,3/DH79,,youngja02
386,Jake Rogers,31,DET,AL,-0.1,19,63,54,5,9,2,1,1,5,1,0,5,20,.167,.242,.296,.538,50,.245,41,16,0,1,1,2,0,2/1,,rogerja03
387,Joey Bart,29,PIT,NL,0.1,21,62,58,9,15,1,0,2,6,0,0,2,21,.259,.290,.379,.670,85,.293,78,22,0,1,0,1,0,2/HD,,bartjo01
388,Jackson Holliday*,22,BAL,AL,0.1,18,62,52,9,11,1,1,2,6,3,0,9,17,.212,.323,.385,.707,101,.330,100,20,0,0,0,1,0,4/5H6,,hollija01
389,James McCann,36,ARI,NL,-0.5,21,62,59,3,12,3,0,0,6,0,0,1,17,.203,.217,.254,.471,32,.209,17,15,4,0,2,0,0,2/13DH,,mccanja02
390,Jorge Polanco#,32,NYM,NL,-0.3,14,61,56,3,10,3,0,1,2,0,0,5,11,.179,.246,.286,.532,51,.239,44,16,0,0,0,0,0,D/3,,polanjo01
391,Denzel Clarke,26,ATH,AL,-0.4,22,60,53,4,9,1,0,0,6,2,0,4,24,.170,.228,.189,.417,15,.205,-1,10,1,0,3,0,0,8/H,,clarkde02
392,Esteury Ruiz,27,MIA,NL,0.1,32,60,51,14,10,3,1,3,6,11,1,7,19,.196,.300,.471,.771,116,.367,111,24,0,1,0,1,0,97H/8D,,ruizes01
393,Jarred Kelenic*,26,CHW,AL,-0.3,19,59,53,3,12,2,0,1,4,0,0,6,20,.226,.305,.321,.626,76,.284,73,17,0,0,0,0,0,9/H,,kelenja01
394,Luis Campusano,27,SDP,NL,0.7,18,58,52,9,15,7,0,3,10,0,0,5,15,.288,.362,.596,.958,166,.425,175,31,0,1,0,0,0,2,,campulu01
395,Jonathan India,29,KCR,AL,0.2,17,58,48,8,8,1,0,2,8,0,0,8,13,.167,.310,.313,.623,78,.308,93,15,0,2,0,0,0,4/H,,indiajo01
396,Ha-Seong Kim,30,ATL,NL,-0.7,15,57,52,4,5,0,0,0,3,1,0,5,14,.096,.175,.096,.272,-19,.143,-25,5,1,0,0,0,0,6,,kimha01
397,Jhonny Pereda,30,SEA,AL,0.2,16,57,52,7,15,0,0,2,4,0,0,4,8,.288,.351,.404,.755,118,.341,119,21,0,1,0,0,0,2,,peredjh01
398,Juan Brito#,24,CLE,AL,-0.4,15,56,51,7,9,4,0,0,3,0,0,4,17,.176,.250,.255,.505,43,.236,40,13,1,1,0,0,0,4/H,,britoju02
399,Wade Meckler*,26,LAA,AL,0.3,16,55,51,7,17,4,0,2,10,2,0,4,10,.333,.382,.529,.911,156,.405,153,27,0,0,0,0,0,7/HD,,mecklwa01
400,Endy Rodríguez#,26,PIT,NL,0.2,16,55,42,7,10,2,0,1,5,2,0,12,13,.238,.407,.357,.765,116,.367,124,15,1,0,0,0,0,2/H,,rodrien01
401,Sebastián Rivero,27,LAA,AL,0.1,23,54,50,4,11,2,0,0,8,0,0,3,11,.220,.264,.260,.524,50,.241,44,13,1,0,1,0,0,2/H,,riverse01
402,Colby Thomas,25,ATH,AL,-0.1,25,54,49,7,13,2,0,2,6,0,1,4,13,.265,.321,.429,.749,102,.319,96,21,0,0,1,0,0,9H/78D,,thomaco03
403,Zach Cole*,25,HOU,AL,-0.1,19,53,51,4,8,1,0,3,8,0,0,1,21,.157,.189,.353,.542,48,.237,40,18,0,1,0,0,0,7/8H9D,,coleza01
404,Santiago Espinal,31,LAD,NL,-0.1,32,52,48,5,10,3,0,1,5,0,0,1,7,.208,.220,.333,.553,54,.239,40,16,5,0,2,1,0,54H/3,,espinsa01
405,Sterlin Thompson*,25,COL,NL,-0.3,18,52,45,4,10,2,0,0,6,0,0,5,10,.222,.327,.267,.594,62,.279,60,12,2,2,0,0,0,/D79H,,thompst01
406,Dustin Harris*,26,2TM,AL,0.0,17,52,43,6,10,1,1,0,5,4,0,6,7,.233,.333,.302,.636,81,.316,81,13,0,1,1,1,0,7/9H,,harridu01
406,Dustin Harris*,26,CHW,AL,0.2,6,16,12,2,3,1,0,0,1,2,0,4,1,.250,.438,.333,.771,121,.401,133,4,0,0,0,0,0,/9H7,,harridu01
406,Dustin Harris*,26,HOU,AL,-0.2,11,36,31,4,7,0,1,0,4,2,0,2,6,.226,.286,.290,.576,63,.278,58,9,0,1,1,1,0,7/9H,,harridu01
407,Austin Slater,33,3TM,2LG,-0.1,22,52,46,5,10,1,0,0,2,2,0,5,16,.217,.288,.239,.528,53,.266,57,11,1,0,0,1,0,9H/7D,,slateau01
407,Austin Slater,33,2TM,NL,-0.1,21,49,43,4,9,1,0,0,2,1,0,5,15,.209,.286,.233,.518,50,.261,57,10,1,0,0,1,0,9H/7D,,slateau01
407,Austin Slater,33,TBR,AL,0.0,1,3,3,1,1,0,0,0,0,1,0,0,1,.333,.333,.333,.667,88,.354,66,1,0,0,0,0,0,/7,,slateau01
407,Austin Slater,33,MIA,NL,0.0,12,28,23,1,4,0,0,0,1,1,0,4,9,.174,.286,.174,.460,36,.235,36,4,0,0,0,1,0,/9H,,slateau01
407,Austin Slater,33,NYM,NL,-0.1,9,21,20,3,5,1,0,0,1,0,0,1,6,.250,.286,.300,.586,67,.295,84,6,1,0,0,0,0,/H7D9,,slateau01
408,Zach Dezenzo,26,HOU,AL,0.2,21,51,47,5,9,4,0,1,2,0,0,4,19,.191,.255,.340,.595,66,.283,72,16,1,0,0,0,0,7/H,,dezenza01
409,Eric Haase,33,SFG,NL,0.2,17,51,47,7,11,3,0,4,9,0,0,3,13,.234,.280,.553,.833,134,.352,130,26,1,0,1,0,0,2/7H,,haaseer01
410,Bryce Teodosio,27,LAA,AL,-0.3,34,51,47,5,10,2,0,0,2,4,1,3,18,.213,.260,.255,.515,47,.239,36,12,1,0,1,0,0,7/8H9,,teodobr01
411,Donovan Walton*,32,LAA,AL,-0.1,14,50,46,8,11,3,0,0,1,0,0,3,10,.239,.286,.304,.590,68,.268,63,14,0,0,1,0,0,5/DH,,waltodo01
412,Sam Haggerty#,32,TEX,AL,-0.4,35,47,44,3,7,1,0,0,1,2,0,2,16,.159,.213,.182,.395,18,.196,16,8,1,1,0,0,0,7H/81D,,haggesa01
413,Austin Wynns,35,2TM,2LG,-0.6,17,47,43,3,3,0,0,0,0,0,0,3,11,.070,.130,.070,.200,-43,.125,-48,3,0,0,1,0,0,2,,wynnsau01
413,Austin Wynns,35,ATH,AL,-0.4,14,43,39,3,3,0,0,0,0,0,0,3,10,.077,.143,.077,.220,-38,.137,-40,3,0,0,1,0,0,2,,wynnsau01
413,Austin Wynns,35,ATL,NL,-0.2,3,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/2,,wynnsau01
414,Tommy Troy,24,ARI,NL,0.2,14,46,40,8,11,2,0,1,1,0,0,6,7,.275,.370,.400,.770,117,.364,130,16,0,0,0,0,0,7/D,,troyto01
415,Weston Wilson,31,BAL,AL,0.0,19,46,39,6,9,1,0,1,3,2,1,6,11,.231,.348,.333,.681,96,.317,99,13,0,1,0,0,0,5/1H7,,wilsowe01
416,Austin Hays,30,CHW,AL,-0.4,12,44,43,3,10,1,0,1,7,0,1,1,13,.233,.250,.326,.576,61,.233,44,14,1,0,0,0,1,7/9DH,,haysau01
417,Bryce Johnson#,30,SDP,NL,-0.1,30,44,40,5,8,2,0,0,2,4,1,3,15,.200,.256,.250,.506,44,.243,37,10,1,0,1,0,0,H/798D,,johnsbr03
418,Noelvi Marté,24,CIN,NL,-0.4,15,44,40,4,7,0,0,0,0,2,1,4,13,.175,.250,.175,.425,20,.222,25,7,0,0,0,0,0,9/H,,marteno01
419,Bryan Torres*,28,STL,NL,0.4,11,44,38,5,9,0,1,2,5,1,0,5,7,.237,.326,.447,.773,119,.386,148,17,0,0,1,0,0,/7458,,torrebr01
420,Jesús Rodríguez,24,SFG,NL,-0.2,14,43,39,3,9,0,0,2,7,1,1,3,5,.231,.302,.385,.687,98,.303,98,15,1,1,0,0,0,/27H94,,rodrije02
421,Zack Short,31,DET,AL,0.2,20,43,33,3,6,2,0,0,2,0,0,7,10,.182,.326,.242,.568,62,.276,66,8,0,1,0,2,0,6/4H,,shortza01
422,Orlando Arcia,31,MIN,AL,0.3,14,42,40,6,12,1,0,1,2,0,1,2,6,.300,.333,.400,.733,104,.316,102,16,1,0,0,0,0,/64H351,,arciaor01
423,Nick Sogard#,28,BOS,AL,0.2,12,41,35,3,9,2,1,0,2,0,0,5,6,.257,.350,.371,.721,107,.324,105,13,1,0,1,0,0,/4563H,,sogarni01
424,Travis d'Arnaud,37,LAA,AL,0.2,14,40,35,5,7,1,0,1,3,0,0,3,7,.200,.300,.314,.614,75,.310,93,11,1,2,0,0,0,2,,darnatr01
425,Víctor Mesa Jr.*,24,TBR,AL,0.1,12,40,34,4,6,0,0,1,3,0,1,5,11,.176,.282,.265,.547,54,.247,54,9,1,0,1,0,0,9/H8,,mesavi01
426,Connor Joe,33,SEA,AL,0.2,18,39,33,2,6,2,0,1,3,2,0,6,11,.182,.308,.333,.641,85,.330,103,11,1,0,0,0,0,9/H3,,joeco01
427,Parker Meadows*,26,DET,AL,0.2,12,39,36,3,9,1,1,0,2,3,0,2,10,.250,.308,.333,.641,80,.307,75,12,0,1,0,0,0,8/H,,meadopa01
428,Félix Reyes,25,PHI,NL,-0.5,12,38,38,2,6,1,0,1,2,0,0,0,9,.158,.158,.263,.421,13,.180,-6,10,1,0,0,0,0,/7359H,,reyesfe01
