Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
843185,Trey Lee,FAY,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
67331,Max Adams,ROC,1B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
523971,Eric Mlodzinski,BOI,C,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
550124,Kevin Burnes,SAN,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
930742,Amed Miller,BOI,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
904790,Mike Weber,VIS,1B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
361457,Franmil Arauz,BOI,OF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
319546,Marcell Kelly,GRE,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
787315,Anthony Naile,PAS,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
257618,Jose Morgan,VIS,2B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
663062,Dallas Kelly,MEL,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
386312,Jameson Brazoban,HAV,SS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
393139,Danny Verlander,BOI,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
286050,Josh Keller,DES,1B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
411796,Kyle Martinez,FAY,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
958353,Jared Funderburk,JAC,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
808172,Andres Marte,FAY,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
717415,Blake Myers,LEW,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
860180,Carlos Stanek,SAN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
937791,Logan Meyers,VIS,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
311610,Aaron Ruiz,MEL,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
882652,Gunnar Alzolay,TAL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
389396,Grant Duran,SAN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
202420,Daniel Weissert,SUN,OF,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
213369,Oswald Caratini,RIC,2B,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
376520,Darius Bradley,ESC,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
748044,Pedro Chapman,PAS,OF,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
800237,Eduardo Syndergaard,NEW,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
459625,Hayden Gonzalez,MCH,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
593342,Bobby Diaz,GIL,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
417937,Jonathan Verlander,SUN,SS,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
815231,Tomas Baker,MCH,C,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
461716,Johan Julien,RAC,C,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
285679,Steven Lorenzen,GRE,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
1046782,Adam Peterson,TAL,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
109545,Jordan Bieber,STE,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
315141,Brusdar Baez,HAV,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
187190,Billy Miller,NEI,SS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
711311,Emmet Peguero,NAS,1B,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
640638,Tyler Flores,THO,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
422176,Jordan Greinke,ERI,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
353896,Scott Spiers,ROC,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
761232,Joely Kemp,NAS,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
535270,Drew Suzuki,DEN,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
536667,Luis Neal,ERI,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
355742,Spencer Hall,NAS,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
1040836,Taylor Barnes,SAN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
928123,Alec Armstrong,LEW,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
826232,Yency Mathias,NEW,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
654233,Keegan Grandal,NEI,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
393261,Tommy Frias,MEL,C,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
681370,Jason Perez,MEL,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
379320,Bailey Burger,GIL,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
794348,Jake Harvey,VIS,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
497075,Trevor Choi,DES,2B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
127544,Nolan Soriano,SAN,OF,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
251669,Bubba Hentges,FAY,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
1001943,Rob Wells,RIC,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
421950,Kyle Stephenson,TAL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
1035815,Daniel Cron,GRE,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
640964,Chasen Glasnow,ESC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
879046,Ryne Hill,RIC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
330886,Eric Kuhl,MEL,DH,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
975293,Sam Velazquez,SAN,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
210105,Quinn Bazardo,RAC,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
470127,Chris Baddoo,JAC,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
442242,Franchy Phillips,GIL,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
913781,Mickey Fulmer,VIS,1B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
92068,Riley Maeda,DES,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
622208,Michael Romero,HAV,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
865894,Luis Cronenworth,ERI,1B,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
417321,Jordan Sanchez,SUN,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
32012,Alika Doyle,TAL,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
714592,Ben Eovaldi,RIC,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
212007,Maikel Jimenez,MCH,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
541170,Adrian Espinal,NEW,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
1029683,David Garcia,RIC,SS,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
923041,Colin Nootbaar,PAS,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
621114,Stone Reynolds,NEI,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
893647,Christian Saalfrank,GRE,DH,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
1032132,Matt Bido,SUN,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
984032,Orlando Hamilton,ROC,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
751826,Jaime Taillon,GRE,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
542404,Tarik Baumann,FAY,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
887937,Kris Larnach,RIC,C,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
214853,Janson De Leon,BOI,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
880527,Logan Tellez,FAY,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
150703,Drew Berti,NAS,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
404886,Paul Eflin,ROC,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
478213,Whit Villar,LEW,3B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
578839,Brenton Loaisiga,VIS,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
998362,Kyle Iglesias,DES,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
698122,Nate Chavis,RAC,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
572023,Tyler Donaldson,TAL,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
116824,Carmen Albies,RIC,3B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
354478,Garrett Woodruff,BOI,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
1015381,Jacob Stephenson,GRE,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
704424,Denyi Stratton,ESC,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
137301,Kenny Rea,NEI,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
844182,J.P. Mancini,LEW,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
54384,Thairo Hwan Bae,TAL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
514323,Yerry Diaz,FAY,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
569735,Brett Carrasco,MEL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
659263,Scott Mlodzinski,ESC,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
327421,Robert Perez,SAN,1B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
354649,Josh Singleton,RIC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
674160,Johan Cosgrove,DES,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
100711,Trayce Jansen,TAL,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
346825,Mike Olivares,SAN,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
212358,Tom Nola,RIC,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
883929,Xzavion Tena,GIL,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
682394,Bowden Coleman,NEW,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
129388,Kevin Robertson,SAN,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
49025,Jared Feltner,GIL,1B,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
289835,David Torkelson,MEL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
271706,Jhony Moran,NAS,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
907693,Eduard Baker,GIL,3B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
514065,Zach Heaney,JAC,DH,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
712184,Avisail Velasquez,GIL,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
563121,Allan Nogosek,SAN,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
124786,Jake Grisham,LEW,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
499729,Zach Bellatti,ERI,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
641813,Christian Woo,ESC,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
626804,Hunter Long,NEW,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
338911,Tayler Rucker,RIC,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
724267,Tucker Bush,SAN,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
523477,Josh Suarez,FAY,SS,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
279151,Henry Irvin,RIC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
217913,Albert Verdugo,LEW,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
897735,Noelvi Bradley,RIC,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
859137,Miles Shreve,SAN,SS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
826134,Brandon Bouchard,HAV,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
321350,J.D. Priester,RAC,DH,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
931858,Kevin Moran,DES,2B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
251732,Brandon Arenado,MCH,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
