Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
129,Brooks Lee#,24,MIN,AL,-1.0,139,527,487,50,115,15,1,16,64,3,1,31,92,.236,.285,.370,.654,79,.289,77,180,11,4,0,5,0,654H/D,,leebr02
130,Luis García Jr.*,25,WSN,NL,0.4,139,526,488,67,123,28,1,16,66,14,5,27,84,.252,.289,.412,.701,97,.310,96,201,7,2,0,9,1,*4H/3D,,garcilu04
131,Jorge Polanco#,31,SEA,AL,2.6,138,524,471,64,125,30,0,26,78,6,3,42,82,.265,.326,.495,.821,134,.348,134,233,7,3,3,5,1,D4H/53,,polanjo01
132,Shea Langeliers,27,ATH,AL,3.9,123,523,481,73,133,32,0,31,72,7,1,36,103,.277,.325,.536,.861,134,.363,131,258,10,1,0,5,1,2D/H,,langesh01
133,Jacob Wilson,23,ATH,AL,2.9,125,523,486,62,151,26,0,13,63,5,2,27,39,.311,.355,.444,.800,121,.354,127,216,16,7,2,1,1,*6/D,AS,wilsoja05
134,Jake Cronenworth*,31,SDP,NL,2.4,135,515,419,61,103,20,1,11,59,3,3,69,107,.246,.367,.377,.744,108,.339,114,158,4,15,4,7,1,*436/DH,,croneja01
135,Brendan Donovan*,28,STL,NL,2.7,118,515,460,64,132,32,0,10,50,3,3,42,67,.287,.353,.422,.775,119,.338,118,194,4,7,2,4,3,47/6DH,AS,donovbr01
136,Eric Wagaman,27,MIA,NL,-0.4,140,514,476,56,119,28,3,9,53,4,1,32,100,.250,.296,.378,.674,86,.303,86,180,11,1,0,5,0,*37HD/59,,wagamer01
137,Josh Jung,27,TEX,AL,1.4,131,511,482,53,121,23,1,14,61,4,1,27,129,.251,.294,.390,.684,100,.301,102,188,10,2,0,0,0,*5/DH,,jungjo01
138,Zach McKinstry*,30,DET,AL,2.8,144,511,452,68,117,23,11,12,49,19,5,46,111,.259,.333,.438,.771,113,.336,111,198,6,7,1,5,1,5697H/4D13,AS,mckinza01
139,Caleb Durbin,25,MIL,NL,2.9,136,506,445,60,114,25,0,11,53,18,6,30,50,.256,.334,.387,.721,101,.330,106,172,10,24,3,4,0,*54H/6,,durbica01
140,Alejandro Kirk,26,TOR,AL,2.3,130,506,451,45,127,18,0,15,76,1,0,48,59,.282,.348,.421,.769,111,.334,110,190,16,1,0,6,2,*2H/D,AS,kirkal01
141,Joey Ortiz,26,MIL,NL,0.3,149,506,470,62,108,18,1,7,45,14,3,27,74,.230,.276,.317,.593,66,.270,62,149,10,3,6,0,0,*6/H,,ortizjo06
142,Chase Meidroth,23,CHW,AL,1.2,122,505,450,54,114,15,0,5,23,14,4,45,72,.253,.329,.320,.649,84,.303,89,144,14,6,3,1,0,64/H,,meidrch01
143,Alec Bohm,28,PHI,NL,1.3,120,504,464,53,133,18,3,11,59,2,0,29,82,.287,.331,.409,.741,102,.334,105,190,16,5,0,6,0,53,,bohmal01
144,Gavin Lux*,27,CIN,NL,-0.2,140,503,446,49,120,28,2,5,53,1,0,56,114,.269,.350,.374,.724,97,.326,97,167,3,0,0,1,0,D74H/5,,luxga01
145,Addison Barger*,25,TOR,AL,1.2,135,502,460,61,112,32,1,21,74,4,1,36,121,.243,.301,.454,.756,105,.320,100,209,8,3,0,2,4,59H/D,,bargead01
146,Harrison Bader,31,2TM,2LG,4.2,146,501,448,61,124,24,1,17,54,11,7,39,136,.277,.347,.449,.796,117,.344,117,201,5,11,0,3,0,*87H/9,,baderha01
146,Harrison Bader,31,MIN,AL,2.8,96,307,271,31,70,13,0,12,38,10,4,27,81,.258,.339,.439,.778,113,.340,113,119,3,7,0,2,0,78H/9,,baderha01
146,Harrison Bader,31,PHI,NL,1.4,50,194,177,30,54,11,1,5,16,1,3,12,55,.305,.361,.463,.824,124,.351,122,82,2,4,0,1,0,8/H,,baderha01
147,Cedric Mullins*,30,2TM,2LG,0.4,133,498,435,58,94,23,1,17,59,22,4,50,120,.216,.299,.391,.690,94,.311,94,170,2,4,3,6,0,*8/HD,,mullice01
147,Cedric Mullins*,30,BAL,AL,0.0,91,355,314,42,72,19,0,15,49,14,4,34,85,.229,.305,.433,.738,106,.320,103,136,2,2,1,4,0,8/DH,,mullice01
147,Cedric Mullins*,30,NYM,NL,0.3,42,143,121,16,22,4,1,2,10,8,0,16,35,.182,.284,.281,.565,62,.287,71,34,0,2,2,2,0,8/H,,mullice01
148,Jesús Sánchez*,27,2TM,2LG,1.3,134,497,451,61,107,21,4,14,48,13,3,42,110,.237,.304,.395,.699,92,.312,91,178,10,2,0,2,1,*97H8/D,,sanchje02
148,Jesús Sánchez*,27,MIA,NL,1.1,86,337,305,40,78,12,4,10,36,9,2,29,70,.256,.320,.420,.740,104,.328,102,128,8,1,0,2,1,9H8/D7,,sanchje02
148,Jesús Sánchez*,27,HOU,AL,0.2,48,160,146,21,29,9,0,4,12,4,1,13,40,.199,.269,.342,.611,69,.277,68,50,2,1,0,0,0,79/HD,,sanchje02
149,Alex Bregman,31,BOS,AL,3.5,114,495,433,64,118,28,0,18,62,1,1,51,70,.273,.360,.462,.821,128,.357,130,200,12,9,0,2,3,*5/HD,AS,bregmal01
150,Cam Smith,22,HOU,AL,1.9,134,493,441,55,104,21,3,9,51,8,1,43,137,.236,.312,.358,.671,87,.304,88,158,11,7,0,2,0,*9H/D,,smithca07
151,Ty France,30,2TM,AL,0.9,138,490,444,50,114,25,0,7,52,1,0,22,83,.257,.320,.360,.681,88,.307,90,160,11,21,0,3,1,*3H/D4,,francty01
151,Ty France,30,MIN,AL,0.7,101,387,350,41,88,19,0,6,44,1,0,19,63,.251,.320,.357,.678,87,.309,91,125,8,17,0,1,0,3/H4,,francty01
151,Ty France,30,TOR,AL,0.2,37,103,94,9,26,6,0,1,8,0,0,3,20,.277,.320,.372,.693,91,.299,84,35,3,4,0,2,1,3H/D,,francty01
152,Nick Kurtz*,22,ATH,AL,5.4,117,489,420,90,122,26,2,36,86,2,1,63,151,.290,.383,.619,1.002,173,.418,174,260,4,2,0,3,3,*3/DH,,kurtzni01
153,Ramón Laureano,30,2TM,2LG,3.8,132,488,441,72,124,26,2,24,76,7,4,35,119,.281,.342,.512,.855,136,.363,134,226,10,8,0,4,1,*798/DH,,laurera01
153,Ramón Laureano,30,BAL,AL,3.0,82,290,259,45,75,17,0,15,46,4,3,22,72,.290,.355,.529,.884,146,.373,146,137,6,6,0,3,1,97/DH8,,laurera01
153,Ramón Laureano,30,SDP,NL,0.8,50,198,182,27,49,9,2,9,30,3,1,13,47,.269,.323,.489,.812,122,.348,118,89,4,2,0,1,0,78/9HD,,laurera01
154,Michael Conforto*,32,LAD,NL,-0.7,138,486,418,54,83,20,0,12,36,1,0,56,121,.199,.305,.333,.637,79,.289,79,139,12,9,0,3,0,*7H,,confomi01
155,Ángel Martínez#,23,CLE,AL,-0.7,139,484,446,56,100,23,2,11,45,8,2,23,110,.224,.269,.359,.628,73,.275,68,160,8,6,5,4,0,*84H/97,,martian02
156,Jackson Merrill*,22,SDP,NL,2.8,115,483,440,59,116,25,6,16,67,1,2,33,108,.264,.317,.457,.774,112,.331,108,201,4,4,1,5,1,*8/H,,merrija01
157,Max Kepler*,32,PHI,NL,0.0,127,474,417,58,90,19,0,18,52,3,0,48,93,.216,.300,.391,.691,88,.303,83,163,10,4,1,4,3,*79H/8,,keplema01
158,Carlos Santana#,39,2TM,2LG,1.1,124,474,415,49,91,11,0,11,54,7,0,52,91,.219,.308,.325,.633,77,.289,77,135,7,3,0,4,1,3D/H5,,santaca01
158,Carlos Santana#,39,CLE,AL,1.3,116,455,396,49,89,10,0,11,52,7,0,52,86,.225,.316,.333,.650,82,.296,82,132,7,3,0,4,1,3D/H5,,santaca01
158,Carlos Santana#,39,CHC,NL,-0.2,8,19,19,0,2,1,0,0,2,0,0,0,5,.105,.105,.158,.263,-25,.113,-37,3,0,0,0,0,0,/3DH,,santaca01
159,Gabriel Arias,25,CLE,AL,1.1,129,471,432,44,95,25,2,11,54,8,4,27,162,.220,.274,.363,.638,76,.277,70,157,8,7,1,4,1,64/5H,,ariasga01
160,Andrew Benintendi*,30,CHW,AL,1.0,116,470,420,57,101,16,2,20,63,1,0,40,82,.240,.307,.431,.738,104,.322,105,181,5,3,0,6,2,7D/H,,beninan01
161,Dillon Dingler,26,DET,AL,3.1,126,469,435,54,121,21,2,13,57,0,0,23,110,.278,.327,.425,.752,108,.329,109,185,5,9,0,1,2,*2/HD,,dingldi01
162,Alek Thomas*,25,ARI,NL,0.1,143,469,433,51,108,19,3,9,38,7,4,21,122,.249,.289,.370,.659,82,.291,78,160,2,5,6,4,0,*8/HD,,thomaal01
163,Colt Keith*,23,DET,AL,1.5,137,468,414,65,106,22,2,13,45,1,1,48,102,.256,.333,.413,.746,107,.326,107,171,7,2,0,4,1,D54H3,,keithco01
164,Kerry Carpenter*,27,DET,AL,1.8,130,464,433,66,109,18,5,26,62,1,1,18,106,.252,.291,.497,.788,114,.335,114,215,3,7,0,2,0,9D7H,,carpeke01
165,Ryan Jeffers,28,MIN,AL,1.2,119,464,406,47,108,26,0,9,47,1,1,50,91,.266,.356,.397,.752,108,.332,109,161,9,7,0,1,1,2D/H,,jeffery01
166,Wilmer Flores,33,SFG,NL,0.3,125,463,419,44,101,10,0,16,71,1,0,34,88,.241,.307,.379,.686,96,.312,101,159,14,7,0,3,0,D3H/5,,florewi01
167,Victor Scott II*,24,STL,NL,2.2,138,463,398,54,86,15,1,5,37,34,4,42,111,.216,.305,.296,.601,72,.288,71,118,3,10,10,3,0,*8/97,,scottvi01
168,Mark Vientos,25,NYM,NL,-0.2,121,463,424,44,99,21,2,17,61,1,0,30,115,.233,.289,.413,.702,97,.310,98,175,11,5,0,4,0,5D/H3,,vientma01
169,Jeff McNeil*,33,NYM,NL,2.0,122,462,399,42,97,21,5,12,54,3,0,49,55,.243,.335,.411,.746,111,.333,113,164,5,8,2,4,4,487D/H93,,mcneije01
170,Mickey Moniak*,27,COL,NL,-0.6,135,461,434,62,117,20,8,24,68,9,3,22,110,.270,.306,.518,.824,115,.349,110,225,4,2,0,3,1,*98H7D,,moniami01
171,Isiah Kiner-Falefa,30,2TM,2LG,1.6,138,459,431,45,113,21,2,2,40,15,4,17,77,.262,.297,.334,.631,76,.291,76,144,9,5,5,1,0,654/H1,,kineris01
171,Isiah Kiner-Falefa,30,PIT,NL,1.6,119,428,401,40,106,20,2,1,35,15,4,17,69,.264,.300,.332,.632,76,.293,78,133,9,4,5,1,0,65/H,,kineris01
171,Isiah Kiner-Falefa,30,TOR,AL,0.0,19,31,30,5,7,1,0,1,5,0,0,0,8,.233,.258,.367,.625,70,.262,58,11,0,1,0,0,0,4/5H16,,kineris01
172,Adam Frazier*,33,2TM,2LG,1.4,134,459,419,43,112,20,0,7,44,8,6,26,81,.267,.319,.365,.684,91,.302,90,153,8,8,1,5,2,47H9/D5,,fraziad01
172,Adam Frazier*,33,PIT,NL,0.3,78,262,235,22,60,10,0,3,21,7,5,17,45,.255,.318,.336,.654,83,.292,82,79,8,6,1,3,2,47H/9,,fraziad01
172,Adam Frazier*,33,KCR,AL,1.1,56,197,184,21,52,10,0,4,23,1,1,9,36,.283,.320,.402,.722,101,.314,101,74,0,2,0,2,0,47/DH59,,fraziad01
173,Kyle Stowers*,27,MIA,NL,3.6,117,457,399,61,115,21,3,25,73,5,1,48,125,.288,.368,.544,.912,149,.391,148,217,6,5,1,4,3,79H8/D,AS,stoweky01
174,Willi Castro#,28,2TM,2LG,-0.2,120,454,402,58,91,17,3,11,33,10,4,40,111,.226,.313,.366,.679,89,.303,89,147,12,11,1,0,1,4975/86H1,,castrwi01
174,Willi Castro#,28,MIN,AL,0.3,86,344,302,48,74,15,2,10,27,9,3,32,84,.245,.335,.407,.743,104,.326,103,123,9,9,1,0,1,4795/618H,,castrwi01
174,Willi Castro#,28,CHC,NL,-0.5,34,110,100,10,17,2,1,1,6,1,1,8,27,.170,.245,.240,.485,42,.230,47,24,3,2,0,0,0,95/48H7,,castrwi01
175,Patrick Bailey#,26,SFG,NL,1.1,135,452,409,47,91,18,3,6,55,1,0,30,133,.222,.277,.325,.602,73,.269,70,133,7,3,4,6,0,*2H/D,,bailepa01
176,Iván Herrera,25,STL,NL,2.2,107,452,388,54,110,13,0,19,66,8,2,43,84,.284,.373,.464,.837,136,.372,140,180,20,15,0,4,1,D2/7H,,herreiv01
177,Logan O'Hoppe,25,LAA,AL,-0.2,119,451,423,35,90,8,1,19,43,2,1,24,139,.213,.258,.371,.629,72,.275,69,157,12,2,1,1,0,2H/D,,ohopplo01
178,Tommy Pham,37,PIT,NL,1.0,120,449,392,44,96,17,1,10,52,5,3,50,94,.245,.330,.370,.700,95,.317,98,145,12,2,0,5,3,*7/H9D,,phamth01
179,Austin Wells*,25,NYY,AL,0.0,126,448,401,51,88,22,1,21,71,5,1,30,118,.219,.275,.436,.712,95,.305,92,175,10,5,0,11,0,*2/HD,,wellsau01
180,Austin Riley,28,ATL,NL,1.3,102,447,416,54,108,20,1,16,54,2,1,27,128,.260,.309,.428,.737,105,.321,104,178,9,3,0,1,1,5,,rileyau01
181,Andrew Vaughn,27,2TM,2LG,-0.4,112,447,406,35,103,22,0,14,65,0,0,31,80,.254,.307,.411,.719,99,.311,96,167,12,3,1,6,0,3D/H,,vaughan01
181,Andrew Vaughn,27,CHW,AL,-1.8,48,193,185,9,35,8,0,5,19,0,0,7,43,.189,.218,.314,.531,47,.229,37,58,4,0,0,1,0,3D/H,,vaughan01
181,Andrew Vaughn,27,MIL,NL,1.3,64,254,221,26,68,14,0,9,46,0,0,24,37,.308,.375,.493,.869,141,.374,139,109,8,3,1,5,0,3/H,,vaughan01
182,Drake Baldwin*,24,ATL,NL,3.3,124,446,405,56,111,18,2,19,80,0,0,38,68,.274,.341,.469,.810,126,.358,130,190,9,3,0,0,0,2HD,,baldwdr01
183,Carlos Narváez,26,BOS,AL,2.8,118,446,403,51,97,27,0,15,50,1,1,38,111,.241,.306,.419,.726,100,.311,97,169,12,1,2,2,0,*2/HD,,narvaca01
184,Corey Seager*,31,TEX,AL,6.1,102,445,380,61,103,19,0,21,50,3,0,58,87,.271,.373,.487,.860,151,.370,153,185,13,5,0,2,10,6/D,,seageco01
185,Isaac Collins#,27,MIL,NL,2.1,130,441,372,56,98,22,3,9,54,16,7,57,93,.263,.368,.411,.779,118,.354,125,153,8,6,3,3,0,*7H/9D54,,colliis01
186,Chandler Simpson*,24,TBR,AL,0.3,109,441,414,53,122,15,3,0,26,44,12,20,43,.295,.326,.345,.671,89,.306,86,143,10,0,3,2,0,87/HD9,,simpsch01
187,Nathan Lukes*,30,TOR,AL,1.9,135,438,388,55,99,19,2,12,65,2,4,38,60,.255,.323,.407,.730,100,.313,97,158,12,2,7,3,2,*978H/D,,lukesna01
188,Isaac Paredes,26,HOU,AL,2.3,102,438,378,53,96,15,1,20,53,0,1,50,76,.254,.352,.458,.809,123,.353,127,173,10,8,0,2,0,5D/H,AS,paredis01
189,Javier Báez,32,DET,AL,1.9,126,437,417,55,107,17,3,12,57,5,1,10,109,.257,.282,.398,.680,87,.297,84,166,8,6,0,3,0,6854/H,AS,baezja01
190,Matt Shaw,23,CHC,NL,3.1,126,437,393,57,89,21,3,13,44,17,5,38,94,.226,.295,.394,.690,98,.309,99,155,2,2,0,4,0,*5/H4,,shawma01
191,Nolan Arenado,34,STL,NL,1.3,107,436,401,48,95,18,1,12,52,3,0,28,49,.237,.289,.377,.666,87,.297,86,151,10,3,0,4,4,5/DH,,arenano01
192,Will Smith,30,LAD,NL,4.5,110,436,362,64,107,20,1,17,61,2,3,64,89,.296,.404,.497,.901,152,.387,151,180,7,5,0,5,1,2H/D,AS,smithwi05
193,Josh Lowe*,27,TBR,AL,0.2,108,435,396,56,87,21,2,11,40,18,4,33,109,.220,.283,.366,.650,81,.289,77,145,7,3,1,2,1,9/HD,,lowejo01
194,Jonah Heim#,30,TEX,AL,0.6,124,433,395,38,84,14,0,11,43,3,0,32,88,.213,.271,.332,.602,77,.276,83,131,10,1,1,4,0,2DH,,heimjo01
195,Brett Baty*,25,NYM,NL,3.1,130,432,393,53,100,13,2,18,50,8,0,33,108,.254,.313,.435,.748,111,.336,113,171,6,2,0,3,0,54H/D,,batybr01
196,Luis Robert Jr.,27,CHW,AL,1.4,110,431,382,52,85,12,0,14,53,33,8,40,112,.223,.297,.364,.661,85,.307,88,139,8,2,1,3,3,8/DH,,roberlu01
197,Jasson Domínguez#,22,NYY,AL,0.5,123,429,381,58,98,18,1,10,47,23,5,41,115,.257,.331,.388,.719,101,.324,102,148,5,3,0,4,1,7HD,,dominja01
198,Tyler Freeman,26,COL,NL,-1.3,110,428,377,50,106,20,2,2,31,18,9,34,51,.281,.354,.361,.715,92,.324,93,136,10,11,2,4,0,9D4H/57,,freemty01
199,Jake Mangum#,29,TBR,AL,1.7,118,428,405,37,120,18,1,3,40,27,6,19,64,.296,.330,.368,.698,96,.313,93,149,4,2,1,1,0,*789/HD,,manguja01
200,Brandon Marsh*,27,PHI,NL,1.7,133,425,379,59,106,25,2,11,43,7,1,38,110,.280,.342,.443,.785,114,.346,112,168,2,0,3,4,1,*87H/9,,marshbr02
201,Jonathan Aranda*,27,TBR,AL,3.4,106,422,370,56,117,22,0,14,59,0,2,41,107,.316,.393,.489,.883,146,.377,147,181,9,8,0,3,3,3DH,AS,arandjo01
202,Daniel Schneemann*,28,CLE,AL,1.9,131,422,379,48,78,18,1,12,41,9,3,38,117,.206,.283,.354,.636,76,.288,77,134,4,3,1,1,1,458H96/7D,,schneda04
203,Carson Kelly,30,CHC,NL,3.6,111,421,369,48,92,13,1,17,50,2,0,45,80,.249,.333,.428,.761,119,.337,121,158,11,3,0,4,0,2/HD,,kellyca02
204,Wilyer Abreu*,26,BOS,AL,3.2,115,417,373,53,92,17,0,22,69,6,3,40,101,.247,.317,.469,.786,116,.332,112,175,8,0,1,3,5,9H/D,,abreuwi02
205,Nick Allen,26,ATL,NL,0.6,135,416,371,32,82,11,0,0,22,8,7,31,99,.221,.284,.251,.535,53,.243,50,93,8,3,8,3,0,*6/4H,,allenni02
206,Austin Hays,29,CIN,NL,0.8,103,416,380,60,101,16,5,15,64,7,0,29,107,.266,.315,.453,.768,105,.335,101,172,9,1,0,6,2,7D/H,,haysau01
207,Bo Naylor*,25,CLE,AL,1.4,123,414,359,46,70,22,1,14,47,1,2,45,99,.195,.282,.379,.661,82,.289,80,136,4,1,3,6,0,*2H,,naylobo01
208,Ronald Acuña Jr.,27,ATL,NL,3.1,95,412,338,74,98,12,1,21,42,9,1,71,102,.290,.417,.518,.935,163,.407,162,175,5,3,0,0,4,9/DH,AS,acunaro01
209,Spencer Horwitz*,27,PIT,NL,1.6,108,411,364,55,99,26,0,11,51,0,1,44,73,.272,.353,.434,.787,118,.346,119,158,7,2,0,1,1,3H/4D,,horwisp01
210,Kyle Isbel*,28,KCR,AL,1.6,135,409,368,42,94,16,4,4,33,4,5,23,74,.255,.301,.353,.654,83,.284,80,130,7,2,13,3,0,*8/H,,isbelky01
211,Nick Gonzales,26,PIT,NL,-0.7,96,408,381,39,99,18,3,5,30,0,2,21,73,.260,.299,.362,.661,84,.293,82,138,12,2,0,4,0,46,,gonzani01
212,Nolan Jones*,27,CLE,AL,-1.1,136,403,355,34,75,14,2,5,34,8,3,39,113,.211,.296,.304,.600,68,.272,66,108,6,5,1,3,1,*98H7/D,,jonesno01
213,Royce Lewis,26,MIN,AL,0.7,106,403,376,36,89,18,0,13,52,12,2,25,80,.237,.283,.388,.671,83,.303,85,146,7,0,0,2,0,5/DH,,lewisro02
214,Edgar Quero#,22,CHW,AL,1.2,111,403,365,31,98,17,0,5,36,0,1,32,71,.268,.333,.356,.689,94,.308,96,130,8,4,0,2,0,2DH,,queroed01
215,Nolan Gorman*,25,STL,NL,0.2,111,402,351,48,72,14,1,14,46,1,1,47,136,.205,.296,.370,.666,88,.294,86,130,1,0,0,4,2,54D/H3,,gormano01
216,Mauricio Dubón,30,HOU,AL,1.8,133,398,369,43,89,21,0,7,33,3,0,24,42,.241,.289,.355,.644,78,.281,72,131,12,1,3,1,0,74658H/39,,dubonma01
217,Jordan Walker,23,STL,NL,-1.6,111,396,363,40,78,13,1,6,41,10,3,29,126,.215,.278,.306,.584,66,.273,69,111,9,3,0,1,1,9/HD,,walkejo02
218,Matt Wallner*,27,MIN,AL,0.5,104,392,336,47,68,16,3,22,40,4,3,46,114,.202,.311,.464,.776,110,.337,113,156,3,8,0,2,0,9D/H,,wallnma01
219,Ramón Urías,31,2TM,AL,2.3,112,391,352,33,85,17,0,11,44,3,0,27,88,.241,.292,.384,.675,88,.296,86,135,6,2,0,10,0,54H/3D,,uriasra01
219,Ramón Urías,31,BAL,AL,1.5,77,290,258,27,64,12,0,8,34,2,0,21,60,.248,.300,.388,.688,93,.301,91,100,5,2,0,9,0,5/H3D4,,uriasra01
219,Ramón Urías,31,HOU,AL,0.8,35,101,94,6,21,5,0,3,10,1,0,6,28,.223,.267,.372,.640,76,.285,74,35,1,0,0,1,0,45/H,,uriasra01
220,Liam Hicks*,26,MIA,NL,1.3,119,390,332,37,82,13,1,6,45,2,0,43,56,.247,.346,.346,.693,94,.320,98,115,5,9,3,3,0,23HD,,hicksli01
221,Ezequiel Tovar,23,COL,NL,0.7,95,390,360,44,91,18,4,9,33,5,3,21,98,.253,.294,.400,.694,83,.305,80,144,2,1,6,2,0,6,,tovarez01
222,Pedro Pagés,26,STL,NL,1.4,112,389,361,38,83,15,0,11,45,0,0,19,107,.230,.272,.363,.635,78,.278,74,131,9,3,3,3,1,*2/34,,pagespe02
223,Max Muncy*,34,LAD,NL,3.6,100,388,313,48,76,10,2,19,67,4,0,64,83,.243,.376,.470,.846,136,.370,136,147,4,6,0,5,2,5H,,muncyma01
224,Victor Caratini#,31,HOU,AL,0.9,114,386,344,35,89,14,0,12,46,1,0,23,65,.259,.324,.404,.728,101,.319,101,139,8,13,0,6,0,2DH3,,caratvi01
225,Kody Clemens*,29,2TM,2LG,1.0,119,386,348,46,74,12,4,19,52,5,1,29,93,.213,.281,.434,.715,94,.306,88,151,4,5,2,2,1,34H79/18D,,clemeko01
225,Kody Clemens*,29,PHI,NL,-0.1,7,7,6,0,0,0,0,0,0,0,0,1,0,.000,.143,.000,.143,-56,.100,-60,0,0,0,0,0,0,/H47D,,clemeko01
225,Kody Clemens*,29,MIN,AL,1.2,112,379,342,46,74,12,4,19,52,5,1,28,93,.216,.284,.442,.725,96,.310,91,151,4,5,2,2,1,3497H/18,,clemeko01
226,Mike Tauchman*,34,CHW,AL,1.9,93,385,335,44,88,17,1,9,40,0,0,45,86,.263,.356,.400,.756,112,.339,117,134,5,4,0,1,0,9D/H,,tauchmi01
227,Wenceel Pérez#,25,DET,AL,0.7,100,383,344,47,84,17,4,13,43,8,3,31,87,.244,.308,.430,.738,103,.316,98,148,5,3,0,5,0,98/H7D,,perezwe01
228,Brayan Rocchio#,24,CLE,AL,-0.2,115,383,344,34,80,18,2,5,44,8,4,22,77,.233,.290,.340,.630,75,.278,71,117,4,8,4,5,0,64/H,,rocchbr01
229,Jake Meyers,29,HOU,AL,2.5,104,381,343,53,100,15,2,3,24,16,5,31,67,.292,.354,.373,.727,103,.333,109,128,9,3,2,2,0,8/H,,meyerja02
230,Tommy Edman#,30,LAD,NL,1.1,97,377,346,49,78,13,1,13,49,3,1,19,61,.225,.274,.382,.655,82,.302,88,132,4,6,1,5,0,485/HD,,edmanto01
231,Jake Burger,29,TEX,AL,0.8,103,376,356,43,84,15,1,16,53,1,1,12,93,.236,.269,.419,.687,99,.298,100,149,3,5,0,3,0,3DH,,burgeja01
232,Jared Triolo,27,PIT,NL,2.4,107,376,331,41,75,18,2,7,24,13,2,39,76,.227,.311,.356,.667,86,.318,94,118,4,2,3,1,1,6534/H1D,,triolja01
233,Jurickson Profar#,32,ATL,NL,1.0,80,371,318,56,78,16,1,14,43,9,2,48,59,.245,.353,.434,.787,121,.355,125,138,4,5,0,0,0,7/D,,profaju01
234,José Caballero,28,2TM,AL,2.9,126,370,314,52,74,18,1,5,36,49,11,47,98,.236,.339,.347,.686,94,.331,100,109,1,3,4,2,0,6954H7/D81,,cabaljo01
234,José Caballero,28,TBR,AL,1.9,86,275,235,37,53,12,1,2,27,34,8,33,80,.226,.327,.311,.638,81,.309,85,73,1,3,3,1,0,6594H/78D1,,cabaljo01
234,José Caballero,28,NYY,AL,1.1,40,95,79,15,21,6,0,3,9,15,3,14,18,.266,.372,.456,.828,131,.396,144,36,0,0,1,1,0,965/H47D,,cabaljo01
235,Andrés Giménez*,26,TOR,AL,1.1,101,369,329,39,69,11,1,7,35,12,2,25,66,.210,.285,.313,.598,66,.277,65,103,8,11,1,3,0,46/H,,gimenan01
236,Adley Rutschman#,27,BAL,AL,1.9,90,365,322,37,71,16,2,9,29,0,0,40,57,.220,.307,.366,.673,90,.297,89,118,8,1,0,2,0,2D/H,,rutscad01
237,Jacob Young,25,WSN,NL,1.3,120,364,324,34,75,10,1,2,31,15,11,27,65,.231,.296,.287,.583,68,.268,71,93,7,3,9,1,0,*8H/D,,youngja03
238,Colton Cowser*,25,BAL,AL,1.1,92,360,327,36,64,14,0,16,40,14,0,27,128,.196,.269,.385,.655,83,.292,79,126,5,6,0,0,1,87/9HD,,cowseco01
239,Noelvi Marté,23,CIN,NL,1.4,90,360,339,45,89,17,2,14,51,10,3,16,85,.263,.300,.448,.748,99,.337,103,152,7,3,0,2,0,95/H8D,,marteno01
240,Ryan Mountcastle,28,BAL,AL,0.1,89,357,332,34,83,18,0,7,35,3,0,15,98,.250,.286,.367,.653,83,.302,91,122,10,4,0,6,0,3D/H,,mountry01
241,Jordan Westburg,26,BAL,AL,1.5,85,352,328,59,87,10,1,17,41,1,2,17,80,.265,.313,.457,.770,114,.334,118,150,5,6,0,1,0,54D/H,,westbjo01
242,Daylen Lile*,22,WSN,NL,0.7,91,351,321,51,96,15,11,9,41,8,6,21,56,.299,.347,.498,.845,137,.368,142,160,5,4,1,3,0,97D/H,,lileda01
243,Casey Schmitt,26,SFG,NL,0.6,95,348,312,34,74,15,0,12,40,0,0,27,83,.237,.305,.401,.706,101,.311,101,125,6,5,1,3,1,453/H6D,,schmica01
244,Freddy Fermin,30,2TM,2LG,2.0,109,347,319,32,80,13,0,5,26,1,2,19,65,.251,.297,.339,.636,78,.284,77,108,5,2,7,0,1,2/HD4,,fermifr01
244,Freddy Fermin,30,KCR,AL,1.1,67,208,192,17,49,7,0,3,12,1,2,13,37,.255,.309,.339,.648,82,.284,80,65,2,2,1,0,1,2/HD4,,fermifr01
244,Freddy Fermin,30,SDP,NL,0.9,42,139,127,15,31,6,0,2,14,0,0,6,28,.244,.278,.339,.617,70,.285,73,43,3,0,6,0,0,2/H,,fermifr01
245,JJ Bleday*,27,ATH,AL,-0.2,98,344,307,48,65,17,0,14,39,1,2,36,91,.212,.294,.404,.698,92,.300,89,124,6,0,0,1,2,89H7/D,,bledajj01
246,Jose Iglesias,35,SDP,NL,-0.7,112,343,306,29,70,11,0,3,36,5,1,24,56,.229,.298,.294,.592,66,.288,74,90,7,7,4,2,0,465HD/7,,iglesjo01
247,Javier Sanoja,22,MIA,NL,1.5,118,342,313,40,76,22,4,6,38,6,5,19,41,.243,.287,.396,.683,87,.307,92,124,2,2,4,4,0,574H86/13D,,sanojja01
248,Tyler Stephenson,28,CIN,NL,1.3,88,342,299,40,69,18,0,13,50,0,1,37,116,.231,.316,.421,.737,98,.327,99,126,4,2,0,4,1,2D/H,,stephty01
