Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
255,Harrison Bader,29,2TM,2LG,0.6,98,344,319,44,74,12,2,7,40,20,3,17,59,.232,.274,.348,.622,69,.278,61,111,7,3,1,4,0,8/HD,,baderha01
255,Harrison Bader,29,NYY,AL,0.9,84,310,288,40,69,11,2,7,37,17,2,14,56,.240,.278,.365,.643,75,.285,67,105,6,3,1,4,0,8/H,,baderha01
255,Harrison Bader,29,CIN,NL,-0.3,14,34,31,4,5,1,0,0,3,3,1,3,3,.161,.235,.194,.429,17,.210,9,6,1,0,0,0,0,8/HD,,baderha01
256,Jorge Polanco#,29,MIN,AL,1.9,80,343,302,38,77,18,0,14,48,4,0,36,88,.255,.335,.454,.789,114,.341,111,137,2,2,0,3,0,45D/H,,polanjo01
257,Starling Marte,34,NYM,NL,-0.7,86,341,315,38,78,7,1,5,28,24,4,16,69,.248,.301,.324,.625,74,.290,72,102,8,8,2,0,1,9/H8,,martest01
258,Jake Meyers,27,HOU,AL,1.5,112,341,309,42,70,16,1,10,33,5,2,26,88,.227,.296,.382,.678,86,.302,87,118,2,5,0,1,0,8H/7D,,meyerja02
259,Cavan Biggio*,28,TOR,AL,0.6,111,338,289,54,68,12,0,9,40,5,2,40,88,.235,.340,.370,.710,97,.317,98,107,0,7,0,2,0,4H935/D6,,biggica01
260,Drew Waters#,24,KCR,AL,0.6,98,337,302,40,69,11,5,8,32,16,5,27,107,.228,.300,.377,.677,84,.302,82,114,4,5,0,3,0,89/D7H,,waterdr01
261,Manuel Margot,28,TBR,AL,0.6,99,336,311,39,82,21,1,4,38,9,3,18,55,.264,.310,.376,.686,90,.303,88,117,6,4,0,3,0,89H,,margoma01
262,Kris Bryant,31,COL,NL,-1.0,80,335,300,36,70,10,0,10,31,0,0,29,68,.233,.313,.367,.680,77,.318,85,110,6,6,0,0,0,9D/37H,,bryankr01
263,Ryan Jeffers,26,MIN,AL,3.2,96,335,286,46,79,15,2,14,43,3,2,33,93,.276,.369,.490,.858,133,.368,134,140,6,10,4,2,1,2H/D,,jeffery01
264,Christian Bethancourt,31,TBR,AL,0.7,104,332,315,49,71,16,0,11,33,1,0,13,91,.225,.254,.381,.635,73,.281,73,120,6,0,1,3,0,2/H1D,,bethach01
265,Joey Gallo*,29,MIN,AL,0.5,111,332,282,39,50,9,1,21,40,1,1,48,142,.177,.301,.440,.741,100,.320,99,124,3,2,0,0,1,37H89/D,,gallojo01
266,Oswaldo Cabrera#,24,NYY,AL,-1.5,115,330,298,35,63,11,0,5,29,8,0,25,72,.211,.275,.299,.574,58,.259,50,89,6,2,3,2,1,795H/46D38,,cabreos01
267,Nick Senzel,28,CIN,NL,0.0,104,330,301,49,71,10,0,13,42,6,2,26,74,.236,.297,.399,.696,84,.327,96,120,9,1,0,2,0,57H89/4D,,senzeni01
268,Nick Allen,24,OAK,AL,0.2,106,329,303,29,67,4,2,4,20,5,1,17,52,.221,.263,.287,.550,56,.248,52,87,8,1,6,2,0,6/H4D,,allenni02
269,Will Benson*,25,CIN,NL,1.6,108,329,287,51,79,15,8,11,31,19,3,40,103,.275,.365,.498,.863,128,.383,130,143,3,1,0,1,0,97H/D8,,bensowi01
270,Yuli Gurriel,39,MIA,NL,-0.7,108,329,298,32,73,16,3,4,27,4,0,26,44,.245,.304,.359,.663,76,.293,69,107,13,1,0,4,3,3H/D,,gourryu01
271,Zach Neto,22,LAA,AL,1.6,84,329,289,38,65,17,0,9,34,5,1,20,77,.225,.308,.377,.685,86,.313,91,109,5,16,1,3,0,6/H,,netoza01
272,Jean Segura,33,MIA,NL,-2.1,85,326,301,25,66,5,2,3,21,6,2,22,47,.219,.277,.279,.556,49,.251,40,84,12,2,1,0,1,5/H,,segurje01
273,Nick Fortes,26,MIA,NL,-0.3,108,323,294,33,60,10,0,6,26,4,2,17,59,.204,.263,.299,.562,49,.259,46,88,12,7,3,2,0,2H/D,,forteni01
274,Corey Julks,27,HOU,AL,0.3,93,323,298,35,73,14,0,6,33,15,3,22,75,.245,.297,.352,.650,79,.296,79,105,6,1,0,2,0,7DH/9,,julksco01
275,Mickey Moniak*,25,LAA,AL,2.2,85,323,311,35,87,21,2,14,45,6,3,9,113,.280,.307,.495,.802,114,.339,112,154,4,3,0,0,1,897/H,,moniami01
276,Brandon Crawford*,36,SFG,NL,-1.3,93,320,283,31,55,11,1,7,38,3,0,28,81,.194,.273,.314,.587,63,.265,61,89,5,4,1,4,1,6/H1,,crawfbr01
277,Alex Kirilloff*,25,MIN,AL,0.5,88,319,281,35,76,14,1,11,41,1,0,28,80,.270,.348,.445,.793,116,.343,114,125,2,7,0,3,1,3H97/D,,kirilal01
278,Daniel Vogelbach*,30,NYM,NL,0.2,104,319,275,33,64,8,0,13,48,0,0,42,81,.233,.339,.404,.742,105,.327,105,111,6,2,0,0,1,DH,,vogelda01
279,Joey Wendle*,33,MIA,NL,-0.4,112,318,297,33,63,16,3,2,20,7,1,13,67,.212,.248,.306,.554,47,.248,36,91,8,2,3,3,0,6/H,,wendljo01
280,Andruw Monasterio,26,MIL,NL,1.3,92,315,282,38,73,14,1,3,27,7,2,28,66,.259,.330,.348,.678,86,.310,89,98,9,3,0,2,0,54/H6D,,monasan01
281,Owen Miller,26,MIL,NL,0.3,90,314,291,29,76,17,0,5,27,13,2,17,61,.261,.303,.371,.674,83,.300,79,108,6,2,0,4,1,435H/7D9,,milleow01
282,Kyle Isbel*,26,KCR,AL,2.0,91,313,292,45,70,22,2,5,34,7,1,17,59,.240,.282,.380,.662,79,.289,73,111,5,1,1,2,0,8/HD,,isbelky01
283,Jake McCarthy*,25,ARI,NL,0.4,99,312,276,37,67,7,5,2,16,26,4,26,62,.243,.318,.326,.644,77,.305,76,90,4,5,4,1,0,9H8/D,,mccarja02
284,Aaron Hicks#,33,2TM,AL,0.5,93,312,269,44,68,9,1,8,36,6,0,42,69,.253,.353,.383,.735,106,.328,106,103,3,0,0,1,1,879H/D,,hicksaa01
284,Aaron Hicks#,33,NYY,AL,-0.5,28,76,69,9,13,2,0,1,5,0,0,7,20,.188,.263,.261,.524,45,.237,40,18,0,0,0,0,0,7/8HD,,hicksaa01
284,Aaron Hicks#,33,BAL,AL,1.1,65,236,200,35,55,7,1,7,31,6,0,35,49,.275,.381,.425,.806,127,.357,127,85,3,0,0,1,1,897/DH,,hicksaa01
285,Eduardo Escobar#,34,2TM,2LG,-1.0,99,309,288,32,65,6,5,6,31,2,1,18,78,.226,.269,.344,.613,67,.274,66,99,7,0,1,2,0,54H/D316,,escobed01
285,Eduardo Escobar#,34,NYM,NL,0.1,40,120,110,15,26,3,2,4,16,2,0,8,24,.236,.286,.409,.695,90,.309,90,45,4,0,1,1,0,5/4HD6,,escobed01
285,Eduardo Escobar#,34,LAA,AL,-1.2,59,189,178,17,39,3,3,2,15,0,1,10,54,.219,.259,.303,.563,54,.253,51,54,3,0,0,1,0,5H4/31D,,escobed01
286,Elehuris Montero,24,COL,NL,-0.1,85,307,284,40,69,15,2,11,39,0,0,15,111,.243,.290,.426,.716,84,.319,86,121,5,5,0,3,0,3D5/H,,monteel01
287,Matt Thaiss*,28,LAA,AL,0.4,95,307,262,32,56,6,0,9,31,2,0,36,83,.214,.319,.340,.659,81,.302,84,89,4,6,0,3,1,2H/D3,,thaisma01
288,Miguel Vargas,23,LAD,NL,0.1,81,304,256,36,50,15,4,7,32,3,2,38,61,.195,.305,.367,.672,82,.300,82,94,1,4,1,4,1,4H/3D,,vargami01
289,JJ Bleday*,25,OAK,AL,-0.1,82,303,256,35,50,11,0,10,27,5,1,42,72,.195,.310,.355,.666,88,.299,90,91,3,2,0,3,0,789/HD,,bledajj01
290,Patrick Wisdom,31,CHC,NL,0.5,97,302,268,43,55,8,1,23,46,4,2,30,111,.205,.289,.500,.789,112,.334,110,134,4,2,1,1,0,5H3D/794,,wisdopa01
291,Danny Jansen,28,TOR,AL,1.6,86,301,268,38,61,15,0,17,53,0,0,23,62,.228,.312,.474,.786,114,.337,113,127,3,10,0,0,1,2H/D,,janseda01
292,Zack Gelof,23,OAK,AL,2.5,69,300,270,40,72,20,1,14,32,14,2,26,82,.267,.337,.504,.840,134,.361,130,136,5,3,0,1,1,4,,gelofza01
293,Edmundo Sosa,27,PHI,NL,0.6,104,300,279,34,70,15,2,10,30,4,2,8,74,.251,.293,.427,.719,94,.310,90,119,10,9,2,1,0,56H/48,,sosaed01
294,Nick Madrigal,26,CHC,NL,1.3,92,294,270,34,71,16,1,2,28,10,2,10,24,.263,.311,.352,.663,83,.298,80,95,3,9,5,0,0,5H4/D,,madrini01
295,Jordan Diaz,22,OAK,AL,-1.2,90,293,272,20,60,9,0,10,27,0,1,17,69,.221,.273,.364,.637,78,.279,78,99,10,3,0,1,0,54D/H3,,diazjo03
296,Nick Maton*,26,DET,AL,-1.3,93,293,249,29,43,9,0,8,32,1,2,38,73,.173,.288,.305,.593,65,.267,65,76,4,3,1,2,1,54HD/6,,matonni01
297,Eric Haase,30,2TM,AL,-0.8,89,293,274,22,55,8,1,4,26,4,1,17,81,.201,.247,.281,.528,46,.242,43,77,11,0,1,1,1,27H/D9,,haaseer01
297,Eric Haase,30,DET,AL,-0.8,86,282,264,22,53,8,1,4,26,3,1,16,78,.201,.246,.284,.530,46,.242,44,75,10,0,1,1,1,27H/D9,,haaseer01
297,Eric Haase,30,CLE,AL,0.0,3,11,10,0,2,0,0,0,0,1,0,1,3,.200,.273,.200,.473,35,.247,33,2,1,0,0,0,0,/2,,haaseer01
298,Travis d'Arnaud,34,ATL,NL,0.2,74,292,267,31,60,13,0,11,39,0,0,21,67,.225,.288,.397,.685,84,.300,81,106,6,3,0,1,0,2/DH,,darnatr01
299,Travis Jankowski*,32,TEX,AL,1.6,107,287,247,34,65,12,1,1,30,19,1,35,42,.263,.357,.332,.689,93,.332,100,82,6,2,1,2,0,7H98/D,,jankotr01
300,Ildemaro Vargas#,31,WSN,NL,0.8,86,286,262,32,66,13,2,4,31,1,1,19,20,.252,.304,.363,.666,85,.297,85,95,10,1,3,1,0,546H7/19,,vargail01
301,Emmanuel Rivera,27,ARI,NL,0.2,86,283,257,32,67,13,0,4,29,1,0,22,56,.261,.314,.358,.672,83,.300,81,92,9,0,0,4,0,5H3/D,,riverem01
302,José Caballero,26,SEA,AL,2.5,104,280,231,37,51,9,1,4,26,26,3,28,66,.221,.343,.320,.663,92,.323,99,74,0,17,0,4,0,4H6/5D7,,cabaljo01
303,C.J. Cron,33,2TM,2LG,-0.5,71,278,258,38,64,12,0,12,37,0,0,17,65,.248,.295,.434,.729,89,.315,85,112,13,1,0,2,0,3/DH,,croncj01
303,C.J. Cron,33,COL,NL,0.0,56,224,208,31,54,12,0,11,32,0,0,13,50,.260,.304,.476,.780,99,.333,96,99,10,1,0,2,0,3/DH,,croncj01
303,C.J. Cron,33,LAA,AL,-0.5,15,54,50,7,10,0,0,1,5,0,0,4,15,.200,.259,.260,.519,43,.237,38,13,3,0,0,0,0,3/DH,,croncj01
304,Casey Schmitt,24,SFG,NL,-0.4,90,277,253,28,52,15,0,5,30,2,1,13,65,.206,.255,.324,.580,60,.256,56,82,7,5,3,3,0,654H,,schmica01
305,Jacob Stallings,33,MIA,NL,-0.8,88,276,241,22,46,14,0,3,20,0,0,27,67,.191,.278,.286,.565,51,.259,47,69,9,3,3,2,0,2/1DH,,stallja01
306,Jake Bauers*,27,NYY,AL,-0.9,84,272,242,28,49,15,0,12,30,3,2,27,95,.202,.279,.413,.693,87,.301,86,100,3,0,0,3,0,973H/D,,bauerja01
307,Stone Garrett,27,WSN,NL,1.9,89,271,234,40,63,17,0,9,40,3,1,26,82,.269,.343,.457,.801,121,.354,126,107,6,3,0,5,0,7H9/D,,garrest01
308,Harold Castro*,29,COL,NL,-1.4,99,270,258,24,65,13,0,1,31,1,0,9,66,.252,.275,.314,.589,54,.266,47,81,5,0,1,2,0,4H8/769D15,,castrha01
309,Gary Sánchez,30,2TM,NL,2.1,75,267,240,33,52,9,0,19,47,0,0,21,67,.217,.288,.492,.780,110,.337,111,118,3,4,0,2,0,2/DH,,sanchga02
309,Gary Sánchez,30,NYM,NL,-0.1,3,7,6,0,1,0,0,0,1,0,0,0,3,.167,.143,.167,.310,-14,.128,-37,1,0,0,0,1,0,/2,,sanchga02
309,Gary Sánchez,30,SDP,NL,2.3,72,260,234,33,51,9,0,19,46,0,0,21,64,.218,.292,.500,.792,113,.343,115,117,3,4,0,1,0,2/DH,,sanchga02
310,Tyler O'Neill,28,STL,NL,0.3,72,266,238,27,55,14,0,9,21,5,0,28,67,.231,.312,.403,.715,93,.319,93,96,5,0,0,0,0,78/HD,,oneilty01
311,Joshua Palacios*,27,PIT,NL,-0.2,91,264,247,26,59,9,2,10,40,5,0,12,56,.239,.279,.413,.692,85,.300,78,102,7,2,2,1,0,9H78/D,,palacjo01
312,Oscar Colás*,24,CHW,AL,-1.5,75,263,245,32,53,9,0,5,19,4,3,12,71,.216,.257,.314,.571,57,.247,49,77,5,2,2,2,1,9/8HD,,colasos01
313,Trey Mancini,31,CHC,NL,-1.1,79,263,235,31,55,12,0,4,28,0,0,21,78,.234,.299,.336,.635,75,.281,71,79,5,2,0,3,1,3DH/9,,mancitr01
314,Nicky Lopez*,28,2TM,2LG,1.8,93,262,225,32,52,8,3,1,25,6,2,26,40,.231,.326,.307,.632,75,.292,76,69,3,6,4,1,0,456H/317D,,lopezni01
314,Nicky Lopez*,28,KCR,AL,1.0,68,190,160,19,34,5,3,0,13,4,2,21,30,.213,.323,.281,.604,68,.278,67,45,3,5,4,0,0,45/H637D,,lopezni01
314,Nicky Lopez*,28,ATL,NL,0.8,25,72,65,13,18,3,0,1,12,2,0,5,10,.277,.333,.369,.703,91,.330,98,24,0,1,0,1,0,4/6135H,,lopezni01
315,Kyle Higashioka,33,NYY,AL,-0.3,92,260,242,24,57,13,0,10,34,0,0,14,74,.236,.274,.413,.687,85,.295,81,100,5,0,1,3,0,2/HD,,higasky01
316,Vinnie Pasquantino*,25,KCR,AL,0.0,61,260,231,24,57,17,0,9,26,0,0,25,31,.247,.324,.437,.762,106,.328,104,101,7,2,0,1,2,3D/H,,pasquvi01
317,Rodolfo Castro,24,2TM,NL,-0.4,92,256,227,21,48,7,0,6,24,1,4,23,74,.211,.297,.322,.618,69,.278,71,73,4,5,0,1,1,46H5/D,,castrro01
317,Rodolfo Castro,24,PIT,NL,0.0,78,224,197,19,45,7,0,6,22,1,4,21,62,.228,.317,.355,.672,83,.301,87,70,4,5,0,1,1,46H/5D,,castrro01
317,Rodolfo Castro,24,PHI,NL,-0.4,14,32,30,2,3,0,0,0,2,0,0,2,12,.100,.156,.100,.256,-27,.119,-46,3,0,0,0,0,0,/54HD,,castrro01
318,Dylan Carlson#,24,STL,NL,0.5,76,255,219,27,48,8,1,5,27,3,0,26,49,.219,.318,.333,.651,78,.300,80,73,4,7,0,3,0,89/H7D,,carlsdy01
319,Henry Davis,23,PIT,NL,-1.5,62,255,225,27,48,10,0,7,24,3,5,25,69,.213,.302,.351,.653,77,.283,74,79,3,4,0,1,2,9D/2H,,davishe01
320,Stuart Fairchild,27,CIN,NL,0.4,97,255,219,34,50,16,2,5,28,10,3,25,69,.228,.321,.388,.710,89,.318,88,85,2,6,3,2,0,798H/D,,faircst01
321,Santiago Espinal,28,TOR,AL,0.3,93,254,230,30,57,14,0,2,25,2,1,18,36,.248,.310,.335,.644,79,.291,80,77,5,3,2,1,1,45H6/D,,espinsa01
322,Matt Wallner*,25,MIN,AL,2.2,76,254,213,42,53,11,1,14,41,2,1,28,80,.249,.370,.507,.877,138,.386,146,108,1,13,0,0,1,79/DH,,wallnma01
323,Luis Matos,21,SFG,NL,-0.4,76,253,228,24,57,13,1,2,14,3,0,20,33,.250,.319,.342,.661,85,.308,91,78,3,3,2,0,0,897/HD,,matoslu02
324,Kevin Newman,29,CIN,NL,-0.4,74,253,225,28,57,16,0,3,28,8,1,17,34,.253,.311,.364,.675,80,.307,78,82,7,4,2,5,0,564H/3D,,newmake01
325,Zack Short,28,DET,AL,0.5,110,253,221,17,45,9,0,7,33,5,0,28,66,.204,.292,.339,.631,75,.284,72,75,3,0,3,1,0,465H/189D,,shortza01
326,Garrett Hampson,28,MIA,NL,1.1,98,252,221,30,61,12,1,3,23,5,0,23,67,.276,.349,.380,.729,95,.342,103,84,3,3,3,2,0,689H47/5D,,hampsga01
327,Mike Ford*,30,SEA,AL,0.8,83,251,219,32,50,6,0,16,34,0,0,24,81,.228,.323,.475,.798,124,.341,123,104,4,7,0,1,0,DH3/1,,fordmi01
328,Kolten Wong*,32,2TM,2LG,-0.7,87,250,224,25,41,6,0,4,27,3,2,18,53,.183,.256,.263,.519,48,.233,46,59,1,5,0,3,0,4H/D,,wongko01
328,Kolten Wong*,32,SEA,AL,-1.1,67,216,194,21,32,6,0,2,19,1,1,16,46,.165,.241,.227,.468,35,.213,33,44,0,4,0,2,0,4/H,,wongko01
328,Kolten Wong*,32,LAD,NL,0.4,20,34,30,4,9,0,0,2,8,2,1,2,7,.300,.353,.500,.853,129,.363,128,15,1,1,0,1,0,H4/D,,wongko01
329,Rob Refsnyder,32,BOS,AL,0.4,89,243,202,31,50,9,1,1,28,7,2,33,47,.248,.365,.317,.682,87,.327,98,64,8,5,1,1,0,7H8/D9,,refsnro01
330,Tyrone Taylor,29,MIL,NL,0.4,81,243,231,36,54,17,1,10,35,9,0,8,55,.234,.267,.446,.713,91,.313,86,103,10,3,0,1,0,97H/8D,,tayloty01
331,Joey Votto*,39,CIN,NL,-0.1,65,242,208,26,42,6,0,14,38,0,0,27,62,.202,.314,.433,.747,97,.328,97,90,2,7,0,0,0,3D/H,,vottojo01
332,Christian Encarnacion-Strand,23,CIN,NL,0.5,63,241,222,29,60,7,0,13,37,2,0,14,69,.270,.328,.477,.805,112,.353,113,106,5,5,0,0,0,3D/5H9,,encarch01
333,Andrew Knizner,28,STL,NL,1.0,70,241,224,30,54,11,0,10,31,2,0,12,62,.241,.288,.424,.712,91,.309,87,95,8,3,1,1,0,2/H3D,,kniznan01
334,Royce Lewis,24,MIN,AL,2.4,58,239,217,36,67,7,0,15,52,6,1,20,55,.309,.372,.548,.921,149,.393,148,119,5,2,0,0,0,5/DH6,,lewisro02
335,Matt Carpenter*,37,SDP,NL,-0.3,76,237,188,18,33,12,0,5,31,1,0,41,67,.176,.322,.319,.641,79,.293,79,60,2,2,0,5,0,DH3,,carpema01
336,Evan Longoria,37,ARI,NL,0.4,74,237,211,25,47,9,0,11,28,0,0,23,73,.223,.295,.422,.717,93,.315,92,89,8,0,0,3,0,5DH,,longoev01
337,Freddy Fermin,28,KCR,AL,1.6,70,235,217,26,61,10,1,9,32,0,0,13,50,.281,.321,.461,.781,110,.335,108,100,11,1,1,3,0,2/HD,,fermifr01
338,Mark Vientos,23,NYM,NL,-1.0,65,233,218,19,46,5,1,9,22,1,0,10,71,.211,.253,.367,.620,69,.273,66,80,5,3,0,2,0,D53/H,,vientma01
339,Josh Smith*,25,TEX,AL,1.0,90,232,195,29,36,8,1,6,15,1,0,25,55,.185,.304,.328,.633,76,.293,80,64,3,9,2,1,0,657H/D4,,smithjo11
340,Bo Naylor*,23,CLE,AL,1.4,67,230,198,33,47,13,0,11,32,5,0,30,53,.237,.339,.470,.809,121,.350,119,93,2,1,0,1,1,2/H,,naylobo01
341,Mitch Haniger,32,SFG,NL,-0.2,61,229,211,27,44,13,1,6,28,1,0,15,65,.209,.266,.365,.631,74,.278,71,77,7,2,0,1,0,79/HD,,hanigmi01
342,Pavin Smith*,27,ARI,NL,-0.8,69,228,191,26,36,5,0,7,30,1,1,35,45,.188,.317,.325,.642,76,.296,80,62,3,1,0,0,0,D9H3,,smithpa04
343,Gio Urshela,31,LAA,AL,0.7,62,228,214,22,64,8,1,2,24,3,2,10,36,.299,.329,.374,.703,92,.310,92,80,9,1,0,3,0,53/6H4,,urshegi01
344,Jordan Westburg,24,BAL,AL,1.2,68,228,208,26,54,17,2,3,23,4,1,16,56,.260,.311,.404,.715,100,.316,101,84,3,1,0,3,0,45H/D,,westbjo01
345,Alan Trejo,27,COL,NL,0.1,82,227,207,24,48,11,0,4,26,5,1,16,51,.232,.288,.343,.631,64,.280,55,71,3,1,1,2,0,45H/61D,,trejoal01
346,Victor Caratini#,29,MIL,NL,0.7,62,226,201,23,52,4,0,7,25,1,1,19,45,.259,.327,.383,.711,94,.320,98,77,8,3,0,3,0,2/HD3,,caratvi01
347,James McCann,33,BAL,AL,0.5,69,226,207,25,46,14,0,6,26,3,1,9,57,.222,.269,.377,.646,79,.287,80,78,5,5,3,2,0,2/DH31,,mccanja02
348,Sal Frelick*,23,MIL,NL,1.1,57,223,191,29,47,9,1,3,24,7,0,28,37,.246,.341,.351,.692,90,.315,88,67,2,1,0,3,0,98/H7D,,frelisa01
349,Tucupita Marcano*,23,PIT,NL,-0.3,75,220,202,16,47,12,2,3,18,5,2,10,35,.233,.276,.356,.633,70,.284,68,72,2,3,3,2,0,64H/5D,,marcatu01
350,Liover Peguero,22,PIT,NL,-0.6,59,213,198,21,47,4,1,7,26,6,2,11,67,.237,.280,.374,.653,75,.282,67,74,6,1,2,1,0,64,,pegueli01
351,Trevor Larnach*,26,MIN,AL,0.0,58,212,183,26,39,7,3,8,40,1,1,27,72,.213,.311,.415,.727,97,.318,98,76,2,0,0,2,1,79/HD,,larnatr01
352,Austin Hedges,30,2TM,2LG,-1.1,81,212,185,14,34,5,0,1,16,1,0,11,47,.184,.234,.227,.461,27,.215,16,42,7,2,10,3,0,2/1DH,,hedgeau01
352,Austin Hedges,30,PIT,NL,-1.0,65,187,161,13,29,5,0,1,14,1,0,11,39,.180,.237,.230,.467,28,.214,14,37,7,2,9,3,0,2,,hedgeau01
352,Austin Hedges,30,TEX,AL,-0.1,16,25,24,1,5,0,0,0,2,0,0,0,8,.208,.208,.208,.417,16,.223,29,5,0,0,1,0,0,2/1DH,,hedgeau01
353,Nick Ahmed,33,ARI,NL,-0.3,72,210,198,14,42,10,1,2,17,5,1,12,52,.212,.257,.303,.560,52,.250,44,60,0,0,0,0,0,6H/D,,ahmedni01
354,Matt Duffy,32,KCR,AL,0.2,78,209,191,17,48,8,0,2,16,1,0,12,39,.251,.306,.325,.631,73,.298,81,62,4,4,0,2,0,54H3/D16,,duffyma01
355,Jared Triolo,25,PIT,NL,2.0,54,209,181,30,54,9,0,3,21,6,1,24,63,.298,.388,.398,.785,114,.367,126,72,0,3,0,1,0,54/3HD,,triolja01
356,Austin Slater,30,SFG,NL,0.8,89,207,185,24,50,9,0,5,20,2,2,20,58,.270,.348,.400,.748,108,.339,117,74,2,2,0,0,0,H87/9D,,slateau01
357,Christian Arroyo,28,BOS,AL,-0.2,66,206,195,23,47,16,0,3,24,1,3,7,45,.241,.268,.369,.638,70,.266,61,72,8,1,1,2,0,4/H56,,arroych01
358,Reese McGuire*,28,BOS,AL,-0.3,72,206,187,15,50,12,1,1,16,2,1,11,53,.267,.310,.358,.668,80,.295,76,67,2,1,2,1,0,2H/D,,mcguire01
359,Kevin Pillar,34,ATL,NL,0.0,81,206,197,29,45,10,0,9,32,4,1,6,50,.228,.248,.416,.664,76,.289,72,82,2,0,0,3,0,7H9/8,,pillake01
360,Endy Rodríguez#,23,PIT,NL,0.2,57,204,186,27,41,7,2,3,13,0,0,17,49,.220,.284,.328,.612,66,.276,63,61,3,0,0,1,0,2H/3D,,rodrien01
361,Jake Cave*,30,PHI,NL,-0.3,65,203,184,18,39,8,1,5,21,3,0,15,55,.212,.272,.348,.620,68,.274,62,64,3,1,1,2,0,739/H8D,,caveja01
362,Austin Barnes,33,LAD,NL,-1.0,59,200,178,15,32,5,0,2,11,2,1,17,43,.180,.256,.242,.498,37,.232,33,43,7,2,1,2,0,2/H4D,,barneau01
363,Luke Maile,32,CIN,NL,0.8,74,199,179,17,42,10,0,6,25,2,1,14,49,.235,.308,.391,.699,85,.320,92,70,8,5,1,0,0,2/1HD,,mailelu01
364,Logan O'Hoppe,23,LAA,AL,0.6,51,199,182,23,43,6,0,14,29,0,1,14,48,.236,.296,.500,.796,112,.331,108,91,4,2,0,1,0,2/DH,,ohopplo01
365,Jesse Winker*,29,MIL,NL,-0.7,61,197,166,16,33,5,0,1,23,0,0,26,51,.199,.320,.247,.567,59,.275,65,41,0,4,0,1,0,DH/97,,winkeje01
366,Seby Zavala,29,2TM,2LG,-0.2,73,193,175,17,30,4,0,7,18,1,0,12,70,.171,.230,.314,.545,48,.244,43,55,4,2,2,2,0,2/H1,,zavalse01
366,Seby Zavala,29,CHW,AL,-0.3,66,176,161,15,25,3,0,7,16,1,0,10,68,.155,.207,.304,.511,39,.228,32,49,4,1,2,2,0,2/H,,zavalse01
366,Seby Zavala,29,ARI,NL,0.1,7,17,14,2,5,1,0,0,2,0,0,2,2,.357,.471,.429,.899,148,.409,159,6,0,1,0,0,0,/21H,,zavalse01
367,Brendan Rodgers,26,COL,NL,0.1,46,192,178,21,46,9,1,4,20,0,0,11,41,.258,.313,.388,.700,82,.309,79,69,6,3,0,0,0,4/DH,,rodgebr02
368,Oswald Peraza,23,NYY,AL,-0.5,52,191,173,15,33,8,0,2,14,4,3,13,50,.191,.267,.272,.539,49,.244,47,47,1,5,0,0,0,54/6HD,,perazos02
369,Carlos Pérez,32,OAK,AL,0.5,66,189,168,17,38,4,0,6,20,0,0,13,40,.226,.293,.357,.650,83,.290,84,60,4,4,1,3,0,2H3D/17,,perezca02
370,Josh Donaldson,37,2TM,2LG,0.1,50,189,165,18,25,5,0,13,26,0,0,22,50,.152,.249,.418,.667,78,.282,71,69,6,0,0,2,0,5/DH1,,donaljo02
370,Josh Donaldson,37,NYY,AL,0.0,33,120,106,13,15,1,0,10,15,0,0,12,32,.142,.225,.434,.659,75,.274,66,46,2,0,0,2,0,5/DH1,,donaljo02
370,Josh Donaldson,37,MIL,NL,0.1,17,69,59,5,10,4,0,3,11,0,0,10,18,.169,.290,.390,.680,84,.297,81,23,4,0,0,0,0,5/D,,donaljo02
371,Jason Delay,28,PIT,NL,-0.1,70,187,167,20,42,11,1,1,18,0,0,14,44,.251,.319,.347,.666,81,.294,77,58,5,3,2,1,0,2/H,,delayja01
372,Pablo Reyes,29,BOS,AL,0.4,64,185,167,27,48,9,0,2,20,7,2,14,21,.287,.339,.377,.716,94,.329,99,63,3,0,2,2,0,64H/513D,,reyespa01
373,DJ Stewart*,29,NYM,NL,0.4,58,185,160,21,39,9,0,11,26,1,1,15,56,.244,.333,.506,.840,129,.356,127,81,3,7,1,1,0,9/HD7,,stewadj01
374,Anthony Rendon,33,LAA,AL,0.1,43,183,148,23,35,6,0,2,22,2,0,25,27,.236,.361,.318,.678,89,.319,95,47,6,6,0,4,0,5,,rendoan01
375,Dominic Canzone*,25,2TM,2LG,-0.1,59,182,173,23,38,13,0,6,21,1,0,8,32,.220,.258,.399,.657,82,.297,88,69,5,1,0,0,0,7DH9,,canzodo01
375,Dominic Canzone*,25,ARI,NL,-0.2,15,41,38,4,9,2,0,1,8,0,0,2,8,.237,.293,.368,.661,79,.292,76,14,1,1,0,0,0,/DH9,,canzodo01
375,Dominic Canzone*,25,SEA,AL,0.1,44,141,135,19,29,11,0,5,13,1,0,6,24,.215,.248,.407,.656,83,.299,92,55,4,0,0,0,0,7D/9H,,canzodo01
376,Oscar González,25,CLE,AL,-1.4,54,180,173,15,37,7,2,2,12,0,0,5,46,.214,.239,.312,.551,51,.250,51,54,2,1,0,1,0,9D/H7,,gonzaos01
