Hashcode,Player,Age,Team,WAR,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,HBP,BK,WP,WHIP,MLS,Salary,League,Teams,Leagues,AB,2B,3B,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,BS,HLD,E,City,Mascot
610975,Billy Foscue,27,BOS,1.2,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,2,3,0,2.0,760000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
732600,Kyle Saalfrank,32,COR,0.0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2,0,6.144,15000000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
114005,Akil Pivetta,26,SAI,2.1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,8,0,1.121,760000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
929253,Seranthony Hernandez,37,NEW,-1.7,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,3,0,8.0,14000000.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
811199,Joey Wall,25,NEW,1.2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,4,0,0.123,752300.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
496923,Nick Gibson,31,PHO,-0.3,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1,2,0,3.083,2000000.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
485670,Gabe Halvorsen,28,TUS,0.9,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2,8,0,6.0,6500000.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
998330,Pete Hjelle,33,JOL,0.6,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,2,4,0,7.045,1750000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
252614,Josh Herrera,30,PAL,0.3,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,4,2,0,4.058,1950000.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
826546,Carlos Aranda,27,TEM,0.9,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4,5,0,3.036,1025000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
21941,Nabil Rogers,32,TUS,2.1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,10,0,7.072,32000000.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
575297,Jordan Conine,38,GAS,-1.2,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,6,0,12.147,2000000.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
587473,Brett Germán,29,SAN,1.6,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,2,3,0,0.098,748000.0,ACB,['SAN'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Santa Rosa,Coyote
1024143,Wade Salazar,33,JOL,0.5,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,5,0,8.062,13000000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
617041,Jonathan Assad,28,NEW,0.1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1,3,0,3.111,830000.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
730585,Tyler Santander,36,WAT,-0.1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,6,0,9.151,7000000.0,ACB,['WAT'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Waterloo,Caribou
252419,Weston Alvarez Jr.,32,MON,1.7,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,0,7.063,20000000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
476671,Nick Bohm,28,WAT,0.7,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,2,0,0.142,740000.0,ACB,['WAT'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Waterloo,Caribou
4705,Adam Frías,33,SAN,0.8,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,5.117,3900000.0,ACB,['SAN'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Santa Rosa,Coyote
298379,Kevin Haggerty,24,NEW,0.1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,2,0,0.0,740000.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
379189,Kyle Heineman,26,MON,0.4,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,7,0,0.041,740000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
777924,Tim Hoo Lee,27,BET,0.7,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,5,1,0,1.147,761000.0,NBL,['BET'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Bethlehem,Rabbit
124154,Carmen Kirby,34,SHR,2.0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,4,0,0,10.111,36000000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
547091,Daniel Cooper,30,JOL,-0.6,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,2,0,3.083,3325000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
489304,Antonio Chisholm Jr.,29,NEW,3.1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,1,0,1.045,758300.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
420203,Tyler Vesia,27,BOS,0.0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0.028,740000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
863700,Matt Lambert,42,GRA,-0.3,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,2,0,18.002,43333333.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
903548,Carlos Pasquantino,34,VIS,1.9,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,6,0,4.081,1500000.0,NBL,['VIS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Visalia,Elephant seal
261915,Jonny Matthews,26,SIO,1.7,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0.0,13333333.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
498367,Jonathan Delay,30,COR,-0.8,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,3,0,4.156,1500000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
542145,Spencer Brebbia,24,VIS,0.7,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1,6,0,0.0,740000.0,NBL,['VIS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Visalia,Elephant seal
438929,Niko Rogers,29,PHO,0.4,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,3,3,0,5.0,2525000.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
131074,Tyler Mears,25,SAI,-1.1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,6,0,2.064,770000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
959199,Janson Hurt,31,SAI,0.8,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,4,7,0,0.0,740000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
372219,Jesús Wheeler,28,SAN,-0.1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,4,0,0,0.0,740000.0,ACB,['SAN'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Santa Rosa,Coyote
415012,Luke López,25,BET,2.1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,4,3,0,1.066,752600.0,NBL,['BET'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Bethlehem,Rabbit
1017407,Gavin Pasquantino,25,HEN,0.3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,3,0,0.144,747200.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
745483,Zach Goldschmidt,29,SHR,2.0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,5,0,2.148,2025000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
681240,Cole Soderstrom,35,SEB,-1.1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,2,0,7.115,12500000.0,ACB,['SEB'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sebastian,Cod
1029644,Adley Lowder,31,SHR,1.9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,6.112,2000000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
586568,Sal Millas,32,POR,-1.6,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,0,9.142,18000000.0,NBL,['POR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Portsmouth,Penguin
106042,Isaac Mitchell,25,BET,-0.9,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,3,4,0,0.003,740000.0,NBL,['BET'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Bethlehem,Rabbit
19890,Curtis Brzykcy,28,GAS,0.6,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,8,0,0.099,746600.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
888755,Miles Collins,38,MON,2.0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,3,0,12.0,16000000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
636352,Keaton Raley,28,TUS,0.6,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0.072,743750.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
789085,Justin Isbel,29,TUS,2.8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,2,0,0.136,747500.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
659054,Alek Quijada,25,MCH,-0.5,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,3,0,0.0,740000.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
677977,Kaleb Jansen,28,SAI,0.0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,3,6,0,3.149,5025000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
602222,Luisangel Polanco,26,PAL,2.1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,3,0,2.014,743600.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
835767,Andrew Lawrence,35,SHR,0.6,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,6,0,3.074,1000000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
862616,Jasson Adams,30,MCH,1.1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,6,0,3.079,825000.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
519544,Gregory Madris,28,GRA,1.7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,4,0,3.022,1750000.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
602153,Darius Perdomo,29,WES,0.5,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,2,4,0,2.073,766250.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
679809,Michael Díaz,27,BOS,0.3,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1,4,0,1.136,750000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
498812,Manuel Soriano,26,SOU,-1.1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,3,3,0,0.043,740000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
626058,Ronel Rizzo,27,JOL,1.1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0.086,748500.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
519572,Tyler McCarthy,25,GAS,-0.1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,2,3,0,0.103,742100.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
841075,Liover Rodríguez,27,WAT,0.4,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,0,1.074,760000.0,ACB,['WAT'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Waterloo,Caribou
430719,Austin Schanuel,27,GAS,-0.5,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,6,0,3.074,1600000.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
616564,Mookie Jung,30,SIO,-1.3,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2,4,0,5.168,8025000.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
456334,Tyler Yoshida,26,GAS,2.5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,3,0,0.0,740000.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
714206,Masataka Feyereisen,31,WES,-0.3,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,2,1,0,4.018,3450000.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
1044815,Jonathan Schneemann,27,GAS,2.6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0.073,740700.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
536807,Ezequiel Brooks,27,GAS,4.5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,3.059,2900000.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
767719,Tyler Leiter,27,WES,2.2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,4,2,0,0.0,740000.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
370394,Mitch Anderson,32,TEM,0.5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2,3,0,6.018,1500000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
726282,Hayden Knack,36,SOU,1.0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,4,4,0,5.0,8500000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
819578,Elly López,25,COR,0.8,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,5,0,0.024,742000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
815671,Eli Jay,33,MON,1.4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,3,0,3.132,2700000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
18558,Jose McGough,36,SAI,1.0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0.0,740000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
459098,Tristan Black,23,SOU,2.0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,8,0,0.0,740000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
319083,Jimmy O'Brien,28,SEB,1.9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,4,0,0.07,740000.0,ACB,['SEB'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sebastian,Cod
890856,Aaron Hall,31,YON,0.3,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,4,0,3.148,1200000.0,ACB,['YON'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Yonkers,Guinea pig
821183,Matt Bazardo,33,POR,0.2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1.092,755050.0,NBL,['POR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Portsmouth,Penguin
733598,Kirby Refsnyder,23,TUS,0.3,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,5,0,0.0,740000.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
171360,Trent Allen,40,JOL,1.7,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,8,0,14.119,10000000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
742238,Ketel Lee,30,MON,0.6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5.059,5700000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
660709,Starling Scott,29,SHR,1.3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,7,2,0,0.0,740000.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
585278,Cionel Moore,34,COR,-0.7,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,3,0,0.0,740000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
1011786,Hunter Abreu,27,PHO,1.2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,4,0,1.017,749450.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
217038,Dylan Nelson,30,SOU,1.3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,4,0,3.124,1800000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
387200,Rafael Salazar,34,BOS,1.7,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,1,0,6.14,2250000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
119998,Justin Carrasco,31,GRA,0.6,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,8,0,6.115,19000000.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
896303,Christian Chafin,30,PHO,2.8,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,5,0,2.091,761750.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
988953,Mason Assad,27,PAL,1.7,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,2,0,1.0,740000.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
994841,Riley Keuchel,35,HEN,1.5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,5.07,2262500.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
1033948,Harold Campusano,27,BET,0.4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1,1,0,0.052,742000.0,NBL,['BET'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Bethlehem,Rabbit
59657,Trey González,34,TUS,1.5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,1,0,4.034,3200000.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
873017,Tyler Rodgers,30,NEW,1.5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,2.1,760700.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
126429,Mike Correa,31,SOU,0.8,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,6,0,3.032,1225000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
617672,Keider Sandlin,31,SHR,-0.1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,11,0,5.003,1675000.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
491073,Scott Clemens,32,WES,-0.9,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,0,5.01,5050000.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
684869,Taylor Cole,35,RIV,2.9,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,1,0,8.154,16000000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
134531,Trevor Neely,27,SIO,0.9,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,2,0,0.0,740000.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
881601,Jakson Nimmo,25,BET,1.5,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,2,0,0.0,740000.0,NBL,['BET'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Bethlehem,Rabbit
35577,Bryce Jung,30,RIV,1.8,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,6.061,8000000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
649417,Daysbel Jobe,33,GRA,1.7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,1.015,790000.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
15879,Casey Fedde,34,SOU,-0.8,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,2,3,0,6.053,2250000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
575680,Jake Calhoun,29,RIV,1.1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,5,2,0,0.0,740000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
649292,Aaron Liberatore,25,SAI,0.4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,4,0,1.039,755000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
1010655,Ke'Bryan Jung,27,NEW,0.7,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,1.166,740000.0,ACB,['NEW'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Newport News,Raccoon
704056,Kyle Haniger,27,LAS,-0.3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,3,0,1.008,740000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
789491,Gio Hernández,29,SIO,1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4.041,3000000.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
912343,Luis Barlow,27,TUS,0.4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0.0,740000.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
860744,Diego White,27,SHR,0.5,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4,6,0,0.166,746700.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
33213,Blake Ray,35,SHR,0.9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,5.112,1800000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
982325,Max Okert,32,BOS,1.2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,2,0,6.002,4000000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
