Hashcode,Player,Age,Team,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,GIDP,HBP,SH,SF,Pos,MLS,Salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,E,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
986013,Chase Stephens,29,SIO,3.5,282,1045,169,259,49,7,43,163,4,4,110,230,0.248,0.329,0.431,0.76,19,18,0,17,['C'],10.155,5000000.0,NBL,['SIO'],['NBL'],[2024],387,804,0,0,100,Active,0,Sioux Falls,Guanaco
969850,Kevin Pennington,26,GAS,3.9,130,527,91,155,18,6,17,45,13,6,56,57,0.292,0.368,0.447,0.815,5,6,6,0,['LF'],2.0,757600.0,ACB,['GAS'],['ACB'],[2024],217,378,0,0,100,Active,0,Gastonia,Slug
726718,Luis Caminero,27,COR,1.0,146,552,71,148,29,1,13,58,1,1,35,144,0.267,0.317,0.394,0.711,17,5,1,4,['2B'],4.075,3200000.0,NBL,['COR'],['NBL'],[2024],188,409,0,0,100,Active,0,Corpus Christi,Ermine
169689,Parker Kreidler,31,POR,3.0,135,553,97,165,27,0,23,70,19,5,27,107,0.295,0.341,0.471,0.812,11,9,0,4,['SS'],7.135,27272727.0,NBL,['POR'],['NBL'],[2024],201,397,0,0,100,Active,0,Portsmouth,Penguin
622814,J.T. Ortiz,39,YON,1.2,152,504,65,133,25,1,11,58,1,3,65,101,0.264,0.362,0.382,0.744,16,13,2,7,"['1B,3B']",13.045,13000000.0,ACB,['YON'],['ACB'],[2024],211,384,0,0,100,Active,0,Yonkers,Guinea pig
132969,Tyler Peralta,26,BET,0.7,164,540,63,137,25,1,20,73,18,2,48,151,0.252,0.321,0.414,0.735,13,6,1,3,"['RF,LF']",2.118,2100000.0,NBL,['BET'],['NBL'],[2024],191,409,0,0,100,Active,0,Bethlehem,Rabbit
872955,Gustavo Hoskins,29,BOS,-0.4,156,528,50,122,24,1,15,53,1,1,40,128,0.251,0.302,0.365,0.667,17,14,0,7,"['1B', '1B,2B']",4.089,6775000.0,NBL,['BOS'],['NBL'],[2024],176,420,0,0,100,Active,0,Boston,Common household pests
173333,Max Aranda,26,SEB,2.9,149,530,64,117,18,3,33,87,8,4,48,159,0.224,0.291,0.452,0.743,18,5,1,7,['C'],1.051,745000.0,ACB,['SEB'],['ACB'],[2024],170,418,0,0,100,Active,0,Sebastian,Cod
754831,Isiah Taillon,30,JOL,5.0,134,523,75,146,23,1,32,83,1,3,58,103,0.278,0.356,0.51,0.866,8,5,2,2,['SS'],8.032,35000000.0,ACB,['JOL'],['ACB'],[2024],209,382,0,0,100,Active,0,Joliet,list
194149,Michael Steele,25,JOL,0.5,159,528,65,122,17,3,17,48,25,6,48,124,0.229,0.296,0.371,0.667,8,1,7,5,['CF'],2.124,2550000.0,ACB,['JOL'],['ACB'],[2024],171,407,0,0,100,Active,0,Joliet,list
153648,Jamie Robles,24,VIS,2.2,154,549,63,157,25,2,19,80,23,9,29,94,0.282,0.321,0.442,0.763,14,0,1,2,['2B'],2.142,1950000.0,NBL,['VIS'],['NBL'],[2024],186,392,0,0,100,Active,0,Visalia,Elephant seal
473484,Trey Springer,28,GAS,-0.2,145,515,70,124,28,5,17,67,32,17,49,150,0.209,0.317,0.413,0.73,6,9,0,5,"['CF,RF', 'RF,CF']",4.014,5450000.0,ACB,['GAS'],['ACB'],[2024],182,400,0,0,100,Active,0,Gastonia,Slug
1040892,Eduardo Weissert,24,TEM,2.1,162,525,72,132,24,4,2,32,18,4,40,88,0.259,0.312,0.323,0.635,10,7,3,3,"['RF,CF,LF,3B']",0.072,746500.0,NBL,['TEM'],['NBL'],[2024],179,400,0,0,100,Active,0,Tempe,Steelhead trout
661744,Cade Stott,24,SAI,2.7,153,525,70,126,18,2,21,61,3,7,37,172,0.244,0.303,0.401,0.704,7,11,1,2,['C'],1.008,760000.0,ACB,['SAI'],['ACB'],[2024],174,410,0,0,100,Active,0,Saint Petersburg,Platypus
30750,Tyler Fairbanks,24,VIS,2.6,161,515,82,129,25,2,3,40,39,12,32,109,0.256,0.309,0.324,0.633,13,12,9,2,['CF'],0.037,740000.0,NBL,['VIS'],['NBL'],[2024],173,398,0,0,100,Active,0,Visalia,Elephant seal
294987,Whit Hartwig,24,TUS,2.3,136,522,58,144,24,3,24,76,8,1,40,152,0.269,0.329,0.471,0.8,15,2,2,5,"['CF,LF,RF']",0.13,740000.0,NBL,['TUS'],['NBL'],[2024],186,380,0,0,100,Active,0,Tuscaloosa,Fowl
1037110,Johan McCormick,31,TEM,-0.2,145,496,65,103,15,1,29,88,7,1,57,164,0.214,0.298,0.417,0.715,13,7,3,7,['1B'],6.053,12000000.0,NBL,['TEM'],['NBL'],[2024],167,400,0,0,100,Active,0,Tempe,Steelhead trout
837889,Ryan Ruiz,31,SIO,4.8,129,494,81,139,27,7,20,81,17,3,69,63,0.289,0.371,0.485,0.856,10,2,1,4,"['SS,RF,2B']",9.07,30416667.0,NBL,['SIO'],['NBL'],[2024],210,357,0,0,100,Active,0,Sioux Falls,Guanaco
586004,Manuel Donovan,37,SHR,0.8,128,492,67,112,20,3,22,54,4,2,61,143,0.232,0.321,0.414,0.735,11,7,1,2,['RF'],14.123,5000000.0,NBL,['SHR'],['NBL'],[2024],180,387,0,0,100,Active,0,Shreveport,Moth
445412,Stuart Williamson,27,BOS,2.4,151,502,76,133,32,4,22,74,2,2,51,124,0.258,0.345,0.476,0.821,15,11,1,6,['C'],3.056,2525000.0,NBL,['BOS'],['NBL'],[2024],195,380,0,0,100,Active,0,Boston,Common household pests
134193,Colt Banks,28,GRA,1.7,166,503,56,112,22,4,17,65,12,3,37,131,0.219,0.289,0.383,0.671,18,10,5,5,"['CF,LF']",2.044,767300.0,ACB,['GRA'],['ACB'],[2024],159,401,0,0,100,Active,0,Grayslake,Spider monkey
183505,Brandon Harvey,27,SAN,5.1,146,502,76,110,21,7,19,63,10,3,52,152,0.214,0.298,0.402,0.7,3,5,1,1,"['CF,LF,RF']",3.128,5650000.0,ACB,['SAN'],['ACB'],[2024],167,397,0,0,100,Active,0,Santa Rosa,Coyote
853821,José Vanasco,25,TEM,2.6,155,486,64,115,28,6,14,62,14,7,58,108,0.239,0.329,0.405,0.734,10,9,3,7,"['3B,SS,2B']",0.03,741500.0,NBL,['TEM'],['NBL'],[2024],182,380,0,0,100,Active,0,Tempe,Steelhead trout
993560,Mitch Kim,30,WES,0.1,159,474,70,121,24,0,16,63,14,6,68,116,0.243,0.36,0.407,0.766,12,10,2,3,"['LF,RF', 'RF,LF']",6.08,2000000.0,NBL,['WES'],['NBL'],[2024],199,363,0,0,100,Active,0,Westminster,Gila monster
877407,Caleb Jones,27,MCH,2.6,134,520,65,142,30,3,14,71,6,2,29,127,0.271,0.316,0.423,0.739,16,4,0,9,['1B'],3.105,4137500.0,ACB,['MCH'],['ACB'],[2024],175,382,0,0,100,Active,0,McHenry,Asp
555103,Dedniel Peralta,37,COR,0.6,137,493,62,126,26,5,14,55,6,3,48,93,0.256,0.329,0.413,0.742,8,6,0,2,"['RF,CF']",11.102,13000000.0,NBL,['COR'],['NBL'],[2024],180,373,0,0,100,Active,0,Corpus Christi,Ermine
353748,Quinn Shenton,29,MCH,2.6,160,488,76,110,17,7,18,61,34,7,46,108,0.234,0.3,0.399,0.699,1,6,3,7,['CF'],4.078,6325000.0,ACB,['MCH'],['ACB'],[2024],162,384,0,0,100,Active,0,McHenry,Asp
897863,Bryan Smith,29,SHR,0.4,144,511,62,132,19,5,8,46,11,4,17,85,0.24,0.295,0.362,0.657,15,10,3,3,"['SS,2B,3B', '2B,3B,SS,P,CF']",6.0,7500000.0,NBL,['SHR'],['NBL'],[2024],159,389,0,0,100,Active,0,Shreveport,Moth
397028,Brent Black,36,WES,0.5,135,475,49,110,27,2,16,73,0,0,56,153,0.235,0.322,0.397,0.719,22,8,2,4,[],12.036,12000000.0,NBL,['WES'],['NBL'],[2024],174,373,0,0,100,Active,0,Westminster,Gila monster
395956,Jordan Senzel,26,SOU,1.7,159,485,72,138,14,7,8,63,26,6,31,85,0.285,0.346,0.391,0.737,6,15,5,4,"['RF,CF,LF']",1.124,766000.0,NBL,['SOU'],['NBL'],[2024],184,362,0,0,100,Active,0,South Lyon,Toad
1044463,Nick Carasiti,30,MCH,2.0,161,484,65,131,22,4,15,65,3,3,49,77,0.264,0.341,0.425,0.766,7,3,1,3,"['1B,RF,LF']",4.17,3500000.0,ACB,['MCH'],['ACB'],[2024],183,356,0,0,100,Active,0,McHenry,Asp
54811,Luis Bickford,29,JOL,1.1,143,502,48,110,13,2,14,64,3,7,29,99,0.22,0.267,0.336,0.603,14,4,0,3,['C'],3.097,3050000.0,ACB,['JOL'],['ACB'],[2024],143,396,0,0,100,Active,0,Joliet,list
403191,Chas Witt Jr.,31,TUS,1.3,144,482,61,115,29,3,22,72,0,2,46,128,0.237,0.311,0.448,0.759,17,5,1,4,['LF'],7.043,18000000.0,NBL,['TUS'],['NBL'],[2024],166,372,0,0,100,Active,0,Tuscaloosa,Fowl
645029,Oswald Bart,26,SIO,2.1,154,481,64,121,24,3,14,54,6,3,47,118,0.251,0.324,0.401,0.725,10,5,1,2,"['2B,SS']",3.114,1225000.0,NBL,['SIO'],['NBL'],[2024],173,365,0,0,100,Active,0,Sioux Falls,Guanaco
947945,Seth Tucker,28,WAT,1.6,138,495,63,138,29,1,14,60,10,7,32,123,0.28,0.333,0.426,0.759,7,9,2,2,"['C,1B,2B,LF']",1.079,760000.0,ACB,['WAT'],['ACB'],[2024],179,366,0,0,100,Active,0,Waterloo,Caribou
106723,Tanner Duran,25,VIS,0.6,137,506,52,113,24,0,13,61,4,3,18,58,0.229,0.259,0.347,0.606,14,7,0,5,['C'],2.064,6375000.0,NBL,['VIS'],['NBL'],[2024],138,400,0,0,100,Active,0,Visalia,Elephant seal
1000939,Sonny Freeland,27,PAL,1.7,148,485,62,109,24,1,12,49,48,19,31,143,0.227,0.286,0.352,0.637,7,11,3,5,"['SS,3B,2B']",0.0,740000.0,ACB,['PAL'],['ACB'],[2024],151,387,0,0,100,Active,0,Palmdale,Skink
227786,Tommy Mlodzinski,30,CHE,0.7,40,119,16,24,4,1,6,16,2,1,12,47,0.222,0.28,0.403,0.683,3,1,2,2,"['SS,3B', '3B,SS']",6.057,1750000.0,ACB,['CHE'],['ACB'],[2024],37,96,0,0,100,Active,0,Chesapeake,Squirrel
20633,Tanner Gray,36,CHE,0.1,50,183,16,42,8,3,5,21,2,2,10,52,0.228,0.28,0.387,0.667,4,3,2,2,"['RF,LF,CF', 'RF,CF,LF', 'LF,RF']",0.0,740000.0,ACB,['CHE'],['ACB'],[2024],55,144,0,0,100,Active,0,Chesapeake,Squirrel
965327,Tobias Díaz,26,POR,3.1,150,459,61,114,20,9,19,63,19,4,53,174,0.249,0.33,0.455,0.785,2,3,1,8,"['LF,CF,RF']",2.078,766500.0,NBL,['POR'],['NBL'],[2024],170,348,0,0,100,Active,0,Portsmouth,Penguin
621298,Trevor O'Brien,30,YON,2.2,154,464,54,102,21,3,8,33,10,9,54,119,0.225,0.306,0.329,0.635,9,4,1,5,"['3B,2B,LF,P,1B']",3.126,3100000.0,ACB,['YON'],['ACB'],[2024],160,366,0,0,100,Active,0,Yonkers,Guinea pig
97310,Johnathan Ragans,33,TUS,2.1,152,469,64,109,16,10,22,67,3,2,41,132,0.231,0.307,0.449,0.756,5,10,2,3,"['RF,CF,P']",4.128,7900000.0,NBL,['TUS'],['NBL'],[2024],160,370,0,0,100,Active,0,Tuscaloosa,Fowl
717949,Darren Suter,29,WAT,2.7,126,451,82,109,19,0,35,65,8,1,55,172,0.241,0.338,0.516,0.854,16,11,0,2,"['LF,RF']",5.059,5850000.0,ACB,['WAT'],['ACB'],[2024],175,353,0,0,100,Active,0,Waterloo,Caribou
418202,Clay Barnhart,32,WES,1.6,142,466,64,114,26,2,13,45,6,1,35,74,0.238,0.311,0.392,0.703,7,10,3,3,"['2B,RF,LF']",5.069,10250000.0,NBL,['WES'],['NBL'],[2024],159,362,0,0,100,Active,0,Westminster,Gila monster
935515,Jaden Raley,23,RIV,3.1,123,483,63,125,16,4,17,52,10,6,25,101,0.264,0.3,0.414,0.714,8,4,1,3,['CF'],2.0,5000000.0,NBL,['RIV'],['NBL'],[2024],154,362,0,0,100,Active,0,Riverside,Fancy rat
332973,Kerry Castillo,28,MON,2.6,135,441,65,104,16,3,11,51,22,5,64,81,0.233,0.337,0.36,0.697,10,4,5,9,['SS'],3.0,8000000.0,NBL,['MON'],['NBL'],[2024],172,341,0,0,100,Active,0,Montgomery,Pigeon
633344,Sean Sogard,30,YON,1.4,127,459,47,96,13,0,17,46,4,2,51,153,0.213,0.296,0.348,0.643,20,6,1,6,['2B'],7.024,10500000.0,ACB,['YON'],['ACB'],[2024],153,369,0,0,100,Active,0,Yonkers,Guinea pig
750446,Tyler Hernández,27,RIV,2.9,124,468,68,117,27,4,22,62,5,1,39,127,0.256,0.318,0.465,0.783,8,8,1,4,['3B'],4.138,21000000.0,NBL,['RIV'],['NBL'],[2024],164,359,0,0,100,Active,0,Riverside,Fancy rat
225879,Alex Solano,27,PHO,2.1,132,453,59,103,22,1,22,69,5,1,36,105,0.226,0.306,0.426,0.732,12,16,4,6,['C'],3.089,2425000.0,ACB,['PHO'],['ACB'],[2024],155,366,0,0,100,Active,0,Phoenix,Stingray
636905,Anthony Veneziano,31,MON,1.2,124,468,56,125,16,1,13,46,14,3,33,87,0.264,0.318,0.388,0.706,16,2,5,7,"['2B,SS']",10.042,25454545.0,NBL,['MON'],['NBL'],[2024],160,345,0,0,100,Active,0,Montgomery,Pigeon
971165,Giovanny Rafaela,30,BOS,-0.6,119,470,54,104,27,4,21,63,7,4,27,126,0.225,0.275,0.429,0.704,8,8,0,3,"['3B,1B']",6.038,13000000.0,NBL,['BOS'],['NBL'],[2024],139,374,0,0,100,Active,0,Boston,Common household pests
284735,Vidal Williams,35,TUS,-0.1,135,432,50,104,21,2,7,46,7,0,51,106,0.288,0.338,0.347,0.685,14,13,0,6,"['1B,LF,RF,3B', '1B,RF,LF,3B', '1B,LF,RF']",8.092,11500000.0,NBL,['TUS'],['NBL'],[2024],168,341,0,0,100,Active,0,Tuscaloosa,Fowl
987054,Nelson Arias,32,RIV,0.9,138,477,37,118,20,1,9,59,0,0,25,79,0.265,0.289,0.35,0.639,13,3,2,6,"['3B,1B,SS', '3B,1B', '3B,SS']",6.127,1500000.0,NBL,['RIV'],['NBL'],[2024],146,362,0,0,100,Active,0,Riverside,Fancy rat
707181,Austin Hicks,27,SEB,0.8,146,436,58,94,14,1,7,36,16,2,51,128,0.22,0.307,0.3,0.607,9,7,8,5,"['SS,3B,2B,LF,CF,RF']",0.0,740000.0,ACB,['SEB'],['ACB'],[2024],152,349,0,0,100,Active,0,Sebastian,Cod
941818,Anthony Chisholm Jr.,34,SHR,0.7,127,458,51,105,22,1,29,80,0,0,42,158,0.233,0.296,0.471,0.766,18,2,2,4,[],13.118,32000000.0,ACB,['SHR'],['ACB'],[2024],149,355,0,0,100,Active,0,Shreveport,Moth
429231,Ángel Cabbage,25,COR,2.2,125,441,66,92,15,7,26,58,13,2,60,161,0.218,0.308,0.451,0.759,8,4,1,4,"['1B,RF,LF']",0.103,742000.0,NBL,['COR'],['NBL'],[2024],156,353,0,0,100,Active,0,Corpus Christi,Ermine
422392,Jonathan Faucher,29,YON,3.2,152,443,64,109,21,2,26,62,13,2,31,147,0.243,0.325,0.478,0.802,2,21,3,4,"['LF,1B,RF,CF']",1.106,754200.0,ACB,['YON'],['ACB'],[2024],161,355,0,0,100,Active,0,Yonkers,Guinea pig
443770,Travis Paddack,25,SAN,0.0,151,434,53,80,22,2,16,52,6,3,51,159,0.191,0.279,0.354,0.633,2,6,2,5,"['LF,2B']",0.059,744900.0,ACB,['SAN'],['ACB'],[2024],137,360,0,0,100,Active,0,Santa Rosa,Coyote
98157,Gus Torres,24,WES,3.2,121,455,62,121,23,2,31,79,0,0,35,147,0.266,0.326,0.529,0.855,7,6,0,5,"['3B,1B']",0.132,740000.0,NBL,['WES'],['NBL'],[2024],162,340,0,0,100,Active,0,Westminster,Gila monster
706820,Brice Stanton,28,SAN,3.5,151,475,48,127,24,3,14,56,14,4,11,51,0.263,0.292,0.418,0.71,13,6,4,3,"['3B,SS,2B,P,LF']",1.168,757700.0,ACB,['SAN'],['ACB'],[2024],144,354,0,0,100,Active,0,Santa Rosa,Coyote
515266,Kyle Mize,25,SAI,0.9,141,447,59,91,16,3,22,67,17,12,40,136,0.207,0.285,0.4,0.685,10,11,0,4,"['RF,CF']",2.085,770000.0,ACB,['SAI'],['ACB'],[2024],142,367,0,0,100,Active,0,Saint Petersburg,Platypus
985566,Luis Veneziano,23,SEB,3.0,137,452,67,118,30,3,23,64,19,2,37,119,0.262,0.318,0.493,0.811,8,1,2,6,"['RF,CF']",0.052,740000.0,ACB,['SEB'],['ACB'],[2024],156,335,0,0,100,Active,0,Sebastian,Cod
729606,Elehuris Swanson,29,YON,2.7,113,429,63,87,18,2,9,42,7,0,56,111,0.202,0.303,0.317,0.62,4,6,3,1,['SS'],5.163,11000000.0,ACB,['YON'],['ACB'],[2024],149,348,0,0,100,Active,0,Yonkers,Guinea pig
262977,Mickey Singer,25,CHE,-0.9,150,453,47,96,26,3,19,50,6,5,40,125,0.206,0.283,0.408,0.691,3,5,0,0,"['LF,RF,1B']",1.153,754750.0,ACB,['CHE'],['ACB'],[2024],141,362,0,0,100,Active,0,Chesapeake,Squirrel
148038,Justin Gurriel,24,RIV,0.4,140,453,52,106,19,2,17,50,7,3,35,148,0.231,0.293,0.397,0.69,7,3,2,3,"['LF,CF,RF']",1.169,760000.0,NBL,['RIV'],['NBL'],[2024],144,350,0,0,100,Active,0,Riverside,Fancy rat
148876,Kolby Imanaga,32,SOU,2.9,146,403,67,112,17,3,24,68,7,4,57,119,0.275,0.392,0.513,0.905,5,19,1,4,[],9.028,9500000.0,NBL,['SOU'],['NBL'],[2024],188,310,0,0,100,Active,0,South Lyon,Toad
403351,Trey Rodríguez,25,TUS,1.8,133,442,48,102,17,4,11,46,4,3,43,111,0.234,0.298,0.361,0.659,11,0,2,7,['C'],0.136,747500.0,NBL,['TUS'],['NBL'],[2024],145,340,0,0,100,Active,0,Tuscaloosa,Fowl
809945,Keider Bradish,28,PAL,1.9,142,442,51,86,17,3,18,53,15,7,38,186,0.187,0.268,0.368,0.636,6,7,2,4,"['CF,1B']",2.015,757800.0,ACB,['PAL'],['ACB'],[2024],131,363,0,0,100,Active,0,Palmdale,Skink
834611,Tyler Mikolas,25,WAT,3.5,145,441,61,110,36,2,16,60,8,4,42,136,0.253,0.318,0.448,0.766,9,3,1,6,"['RF,LF,CF']",0.041,749500.0,ACB,['WAT'],['ACB'],[2024],155,334,0,0,100,Active,0,Waterloo,Caribou
970272,Logan Bouchard,25,MCH,2.4,120,458,62,119,28,6,21,67,7,3,27,108,0.264,0.31,0.484,0.794,5,7,1,1,"['3B,2B,SS']",0.098,745800.0,ACB,['MCH'],['ACB'],[2024],153,346,0,0,100,Active,0,McHenry,Asp
603329,Andrés McCann,26,SHR,1.3,138,431,49,90,10,1,12,46,11,3,43,130,0.216,0.288,0.32,0.608,6,5,4,5,"['3B,2B,1B,SS,RF']",0.078,745000.0,NBL,['SHR'],['NBL'],[2024],138,346,0,0,100,Active,0,Shreveport,Moth
43137,José Henderson,23,SIO,1.3,129,441,72,107,25,2,16,47,2,2,32,117,0.248,0.302,0.417,0.719,9,6,3,7,"['CF,RF,LF']",0.0,740000.0,NBL,['SIO'],['NBL'],[2024],145,340,0,0,100,Active,0,Sioux Falls,Guanaco
175820,Aaron Wilson,23,GAS,1.8,157,423,58,87,19,1,11,37,13,6,51,100,0.206,0.31,0.333,0.643,11,13,5,6,['SS'],0.037,740200.0,ACB,['GAS'],['ACB'],[2024],151,349,0,0,100,Active,0,Gastonia,Slug
406707,John Allen,31,YON,2.2,149,404,55,83,23,4,13,44,38,10,58,136,0.201,0.331,0.378,0.709,9,18,3,5,"['SS,3B,2B,LF,1B,CF']",5.0,3133333.0,ACB,['YON'],['ACB'],[2024],159,339,0,0,100,Active,0,Yonkers,Guinea pig
458377,Bryan Bregman,25,MON,2.6,116,439,72,120,25,5,22,53,14,3,37,111,0.276,0.34,0.503,0.843,8,8,0,1,['RF'],4.12,11714286.0,NBL,['MON'],['NBL'],[2024],165,327,0,0,100,Active,0,Montgomery,Pigeon
602492,Jasson Romano,30,WES,1.0,157,442,62,105,22,0,15,58,18,9,21,102,0.236,0.29,0.389,0.679,8,12,1,6,['CF'],6.03,10500000.0,NBL,['WES'],['NBL'],[2024],138,349,0,0,100,Active,0,Westminster,Gila monster
577022,Gus Scherzer,27,RIV,1.6,110,437,59,105,35,1,10,60,9,1,28,66,0.251,0.293,0.393,0.686,8,5,0,4,['2B'],6.062,7000000.0,NBL,['RIV'],['NBL'],[2024],138,337,0,0,100,Active,0,Riverside,Fancy rat
906348,Julian Mateo,25,BET,2.6,127,443,55,121,25,4,7,42,22,4,26,84,0.27,0.314,0.395,0.709,16,1,4,2,"['2B,SS,3B,LF,CF']",0.0,740000.0,NBL,['BET'],['NBL'],[2024],148,323,0,0,100,Active,0,Bethlehem,Rabbit
763065,Zach Baker,27,TEM,1.8,131,422,63,104,14,2,7,46,26,8,46,118,0.24,0.326,0.338,0.664,5,4,0,7,['CF'],0.133,800000.0,NBL,['TEM'],['NBL'],[2024],154,322,0,0,100,Active,0,Tempe,Steelhead trout
257047,Jesús Alvarez,33,YON,-0.1,128,401,41,67,19,5,16,57,0,0,59,143,0.172,0.284,0.359,0.643,14,7,2,5,['C'],6.045,10500000.0,ACB,['YON'],['ACB'],[2024],133,341,0,0,100,Active,0,Yonkers,Guinea pig
642354,Cristian Kolek,26,PHO,1.6,128,443,45,126,32,4,10,54,2,3,19,69,0.284,0.324,0.442,0.766,14,7,2,5,"['3B,1B,SS']",0.0,740000.0,ACB,['PHO'],['ACB'],[2024],152,324,0,0,100,Active,0,Phoenix,Stingray
745010,Jesús Miley,29,GRA,1.1,150,439,49,117,25,0,5,52,6,2,19,58,0.269,0.307,0.357,0.663,9,7,3,6,"['LF,2B,CF,1B,RF,3B,SS']",3.162,3500000.0,ACB,['GRA'],['ACB'],[2024],143,329,0,0,100,Active,0,Grayslake,Spider monkey
229232,Mike Fedde,27,CHE,1.8,151,423,71,99,15,8,9,48,14,4,31,96,0.229,0.295,0.371,0.665,5,6,12,2,['CF'],2.043,758250.0,ACB,['CHE'],['ACB'],[2024],136,330,0,0,100,Active,0,Chesapeake,Squirrel
342175,J.P. Lynn,29,PAL,2.4,117,425,62,100,19,6,24,65,6,1,35,121,0.244,0.307,0.477,0.784,7,9,1,2,"['2B,1B']",5.058,8750000.0,ACB,['PAL'],['ACB'],[2024],144,334,0,0,100,Active,0,Palmdale,Skink
266968,Mason Bogaerts,24,NEW,0.7,123,428,57,104,17,9,10,43,12,7,32,104,0.242,0.297,0.394,0.691,7,1,2,5,"['RF,CF,LF']",0.0,740000.0,ACB,['NEW'],['ACB'],[2024],137,325,0,0,100,Active,0,Newport News,Raccoon
331228,Yennier Springs,32,CHE,0.0,135,420,45,94,19,3,18,58,1,2,38,92,0.229,0.294,0.411,0.705,13,4,1,4,"['RF,1B']",6.165,5500000.0,ACB,['CHE'],['ACB'],[2024],136,330,0,0,100,Active,0,Chesapeake,Squirrel
98238,Nacho Neto,33,YON,-0.2,130,419,45,85,12,2,13,49,2,4,43,140,0.208,0.281,0.334,0.615,11,3,0,2,['RF'],7.048,20000000.0,ACB,['YON'],['ACB'],[2024],131,337,0,0,100,Active,0,Yonkers,Guinea pig
722952,Kenley Suárez,29,SHR,-0.4,146,423,41,101,20,1,14,58,1,0,31,93,0.243,0.293,0.39,0.683,12,2,2,5,"['1B,P']",5.004,3200000.0,NBL,['SHR'],['NBL'],[2024],134,324,0,0,100,Active,0,Shreveport,Moth
862958,Nick Encarnacion-Strand,30,WAT,1.4,115,417,49,115,22,0,13,60,4,2,36,57,0.28,0.356,0.422,0.778,7,16,2,4,['LF'],1.0,18600000.0,ACB,['WAT'],['ACB'],[2024],167,318,0,0,100,Active,0,Waterloo,Caribou
136019,Michael Tena,26,SAI,-0.1,138,431,52,97,17,7,14,52,10,5,23,126,0.219,0.27,0.394,0.664,4,4,2,1,"['CF,RF,LF']",2.027,770000.0,ACB,['SAI'],['ACB'],[2024],124,338,0,0,100,Active,0,Saint Petersburg,Platypus
44170,Nick Chourio,31,SHR,0.6,133,401,49,87,23,2,12,40,6,5,53,99,0.228,0.321,0.374,0.695,7,9,1,3,"['1B,RF,LF']",2.136,2125000.0,NBL,['SHR'],['NBL'],[2024],149,323,0,0,100,Active,0,Shreveport,Moth
282790,Luke Stanton,24,SHR,2.5,126,390,48,89,22,1,13,61,3,3,51,98,0.229,0.325,0.389,0.714,15,5,3,9,['C'],0.031,750000.0,ACB,['SHR'],['ACB'],[2024],145,306,0,0,100,Active,0,Shreveport,Moth
871606,Chadwick Rodríguez,33,POR,3.0,109,414,53,110,18,1,14,52,3,4,27,111,0.266,0.318,0.415,0.733,8,5,2,1,['C'],9.038,23875000.0,NBL,['POR'],['NBL'],[2024],142,309,0,0,100,Active,0,Portsmouth,Penguin
258055,Dane Hancock,22,LAS,2.4,137,409,52,96,13,6,12,51,27,4,21,105,0.237,0.283,0.383,0.665,6,7,8,4,['CF'],0.021,740000.0,NBL,['LAS'],['NBL'],[2024],124,320,0,0,100,Active,0,Las Vegas,list
780023,Victor Gasser,26,HEN,1.4,119,382,43,89,19,4,13,49,8,5,55,84,0.244,0.334,0.405,0.739,10,3,4,4,"['RF,LF,CF']",2.076,761000.0,NBL,['HEN'],['NBL'],[2024],147,296,0,0,100,Active,0,Henderson,Sperm whale
188905,Connor Scott,32,GRA,0.3,129,389,50,89,14,1,14,48,2,1,53,125,0.234,0.327,0.377,0.704,3,4,0,3,['1B'],1.069,850000.0,ACB,['GRA'],['ACB'],[2024],146,304,0,0,100,Active,0,Grayslake,Spider monkey
657195,Jesús Taveras,24,HEN,0.3,120,398,45,78,16,3,25,51,7,1,38,164,0.203,0.269,0.439,0.708,2,2,2,5,"['2B,3B']",1.139,755550.0,NBL,['HEN'],['NBL'],[2024],118,322,0,0,100,Active,0,Henderson,Sperm whale
731053,Charlie Hudson,30,TUS,2.1,126,368,49,94,20,3,10,39,3,1,67,103,0.26,0.377,0.407,0.784,2,5,2,4,"['1B,RF,LF']",4.035,3500000.0,NBL,['TUS'],['NBL'],[2024],166,279,0,0,100,Active,0,Tuscaloosa,Fowl
667301,Ke'Bryan Peña,31,SEB,-0.6,134,408,36,95,12,4,18,48,6,3,26,123,0.231,0.287,0.414,0.701,7,5,2,2,"['LF,1B,RF,CF']",3.104,2600000.0,ACB,['SEB'],['ACB'],[2024],126,318,0,0,100,Active,0,Sebastian,Cod
753088,Alex Bello,27,PHO,1.3,119,389,65,101,17,1,16,58,7,2,42,100,0.259,0.336,0.431,0.767,12,3,0,2,"['LF,RF']",2.014,740000.0,ACB,['PHO'],['ACB'],[2024],146,291,0,0,100,Active,0,Phoenix,Stingray
427037,Ryan Blankenhorn,31,PHO,1.0,113,402,43,100,22,1,9,45,1,0,24,88,0.253,0.299,0.375,0.673,4,5,0,3,['RF'],7.152,10000000.0,ACB,['PHO'],['ACB'],[2024],129,307,0,0,100,Active,0,Phoenix,Stingray
292334,Addison Grandal,27,SHR,0.8,104,401,42,92,13,0,5,26,11,4,25,81,0.233,0.281,0.299,0.58,13,4,1,4,['3B'],3.075,7000000.0,NBL,['SHR'],['NBL'],[2024],121,313,0,0,100,Active,0,Shreveport,Moth
