Hashcode,Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,League,Teams,Leagues,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
136429,Jose Smith,DES,24,25,18,3,0,121.2,121,74,116,61,17,6,11,1,2,3,5.42,1.51,ACB,['DES'],['ACB'],484.6,0,0,0,[2023],0.3348115299334812,182,363.6,21.824,0,100,Active,0,Des Moines,Cattle
725726,Andre Burnes,MCH,26,36,11,5,1,121.1,106,42,105,43,13,9,7,0,2,2,3.05,1.23,SOL,['MCH'],['SOL'],469.29999999999995,0,0,0,[2023],0.2907801418439716,149,363.29999999999995,14.230555555555554,0,100,Active,0,McHenry,Otter
727530,Brett Then,NEW,24,21,22,1,0,121.1,111,51,129,49,16,9,6,0,1,0,3.87,1.32,SOL,['NEW'],['SOL'],474.29999999999995,0,0,0,[2023],0.3055555555555555,160,363.29999999999995,24.919047619047618,0,100,Active,0,Newport News,Cape buffalo
736628,Sam Alberto,NAS,31,23,21,3,2,117.2,90,58,124,37,24,6,9,1,1,2,4.56,1.08,ACB,['NAS'],['ACB'],441.6,0,0,0,[2023],0.2647058823529412,127,351.6,20.808695652173913,0,100,Active,0,Nashville,Shark
814536,Jose Vosler,ROC,27,22,23,1,2,112.0,115,63,109,46,18,7,11,2,1,0,5.01,1.37,ACB,['ROC'],['ACB'],451.0,0,0,0,[2023],0.3135011441647597,161,336.0,22.59090909090909,0,100,Active,0,Rockford,Turtle
587907,Brent Torres,GRE,26,25,19,2,3,111.2,146,86,105,51,30,4,14,1,2,0,6.9,1.68,ACB,['GRE'],['ACB'],479.6,0,0,0,[2023],0.358974358974359,197,333.6,21.224,0,100,Active,0,Greenville,Hamster
291598,Chad Naylor,BOI,32,28,20,2,0,116.0,114,53,105,33,11,5,10,0,2,0,3.86,1.33,SOL,['BOI'],['SOL'],462.0,0,0,0,[2023],0.3071593533487298,147,348.0,17.678571428571427,0,100,Active,0,Boise City,Swordtail
548928,Jake Nevin,NAS,28,54,9,0,0,113.2,93,34,138,37,14,5,8,6,6,8,2.75,1.15,ACB,['NAS'],['ACB'],432.6,0,0,0,[2023],0.2771084337349397,130,339.6,8.696296296296296,0,100,Active,0,Nashville,Shark
502781,Tommy McCann,TAL,22,26,22,2,0,111.2,116,73,141,42,25,5,9,1,0,3,5.59,1.39,ACB,['TAL'],['ACB'],449.6,0,0,0,[2023],0.31662870159453305,158,333.6,18.907692307692308,0,100,Active,0,Tallahassee,Mandrill
751534,Tylor Baker,RIC,35,21,21,0,0,114.1,103,53,126,29,18,8,9,4,2,0,4.23,1.17,ACB,['RIC'],['ACB'],445.29999999999995,0,0,0,[2023],0.2805755395683453,132,342.29999999999995,22.585714285714282,0,100,Active,0,Richmond County,Llama
417941,Blake Lopez,DES,29,21,23,1,1,111.2,129,58,112,47,12,4,7,1,1,0,4.43,1.54,ACB,['DES'],['ACB'],462.6,0,0,0,[2023],0.3392070484581498,176,333.6,24.26666666666667,0,100,Active,0,Des Moines,Cattle
792191,Francisco Abreu,GRE,24,26,21,1,1,115.2,92,51,111,36,17,8,7,1,0,3,3.99,1.12,ACB,['GRE'],['ACB'],437.6,0,0,0,[2023],0.2718446601941748,128,345.6,18.215384615384615,0,100,Active,0,Greenville,Hamster
963722,Nick Corbin,SUN,29,25,21,1,2,113.0,93,62,87,45,21,8,6,1,1,1,4.98,1.22,ACB,['SUN'],['ACB'],432.0,0,0,0,[2023],0.2890995260663507,138,339.0,19.08,0,100,Active,0,Sunnyvale,Lamprey
666192,Robert Langeliers,ROC,34,22,25,2,5,113.2,95,53,137,35,17,6,6,4,3,1,4.3,1.13,ACB,['ROC'],['ACB'],434.6,0,0,0,[2023],0.27360774818401934,130,339.6,21.345454545454547,0,100,Active,0,Rockford,Turtle
506133,Trey Casas,BOI,42,23,25,3,0,113.0,167,90,60,48,23,8,13,0,0,3,7.4,1.9,SOL,['BOI'],['SOL'],506.0,0,0,0,[2023],0.38775510204081626,215,339.0,24.08695652173913,0,100,Active,0,Boise City,Swordtail
436221,Ryan Yelich,FAY,33,20,20,2,0,110.2,113,59,85,20,19,4,8,0,0,0,4.88,1.25,SOL,['FAY'],['SOL'],443.6,0,0,0,[2023],0.29411764705882354,133,330.6,23.18,0,100,Active,0,Fayetteville,Viper
213605,Keegan Rooker,GIL,25,24,21,2,0,105.2,85,55,131,71,13,7,9,0,0,0,4.24,1.44,SOL,['GIL'],['SOL'],400.6,0,0,0,[2023],0.32432432432432434,156,315.6,19.650000000000002,0,100,Active,0,Gilbert,Star-nosed mole
637500,Josh Mlodzinski,RIC,28,22,19,0,3,109.2,123,60,67,37,11,4,8,4,0,1,5.24,1.46,ACB,['RIC'],['ACB'],450.6,0,0,0,[2023],0.3273542600896861,160,327.6,22.163636363636364,0,100,Active,0,Richmond County,Llama
998764,Luis Sanmartin,SAN,26,23,20,0,0,107.1,100,41,105,16,16,5,6,2,3,1,3.44,1.05,SOL,['SAN'],['SOL'],421.29999999999995,0,0,0,[2023],0.2592592592592593,116,321.29999999999995,19.01304347826087,0,100,Active,0,Santa Rosa,Panthera hybrid
129685,Jordan Voit,FAY,32,34,14,1,1,104.2,101,49,82,48,11,5,5,2,1,1,4.33,1.43,SOL,['FAY'],['SOL'],413.6,0,0,0,[2023],0.3227990970654628,149,312.6,13.576470588235296,0,100,Active,0,Fayetteville,Viper
1020767,Jose Koch,BIR,30,17,18,0,2,104.1,100,33,104,25,10,11,4,0,0,1,3.05,1.14,SOL,['BIR'],['SOL'],412.29999999999995,0,0,0,[2023],0.2753623188405797,125,312.29999999999995,25.7235294117647,0,100,Active,0,Birmingham,Hermit crab
840855,Sam Lopez,ROC,34,21,21,1,3,106.0,103,51,111,35,19,8,8,2,2,0,4.5,1.31,ACB,['ROC'],['ACB'],421.0,0,0,0,[2023],0.3039443155452436,138,318.0,21.714285714285715,0,100,Active,0,Rockford,Turtle
864894,Patrick Morejon,HAV,24,24,18,3,0,104.0,119,67,102,30,23,3,9,2,1,0,5.72,1.41,ACB,['HAV'],['ACB'],431.0,0,0,0,[2023],0.31972789115646255,149,312.0,19.208333333333332,0,100,Active,0,Havre de Grace,Earthworm
663590,Sandy Varsho,RIC,25,48,11,3,0,104.0,107,46,73,36,13,3,4,0,2,1,4.07,1.35,ACB,['RIC'],['ACB'],419.0,0,0,0,[2023],0.31034482758620696,143,312.0,9.479166666666666,0,100,Active,0,Richmond County,Llama
13531,Jon Dozier,GIL,20,22,21,0,2,103.1,78,35,116,31,17,5,8,0,1,1,3.15,1.13,SOL,['GIL'],['SOL'],387.29999999999995,0,0,0,[2023],0.27360774818401934,109,309.29999999999995,19.013636363636362,0,100,Active,0,Gilbert,Star-nosed mole
128226,Gerrit Arozarena,NAS,25,29,14,5,2,101.1,92,49,78,29,14,12,10,3,2,2,4.28,1.22,ACB,['NAS'],['ACB'],395.29999999999995,0,0,0,[2023],0.2890995260663507,121,303.29999999999995,14.631034482758619,0,100,Active,0,Nashville,Shark
85608,Albert Stowers,RAC,36,22,21,1,1,97.0,127,74,73,40,19,3,8,2,2,0,6.8,1.7,SOL,['RAC'],['SOL'],418.0,0,0,0,[2023],0.36170212765957444,167,291.0,20.818181818181817,0,100,Active,0,Racine,Hedgehog
293078,Trevor Reynolds,NAS,29,20,20,3,0,99.1,123,71,85,38,26,6,8,0,2,0,6.65,1.65,ACB,['NAS'],['ACB'],420.29999999999995,0,0,0,[2023],0.3548387096774193,161,297.29999999999995,22.915,0,100,Active,0,Nashville,Shark
624907,Lenyn Coulombe,SAN,27,77,5,0,2,103.1,101,46,86,30,7,4,3,3,11,15,4.33,1.35,SOL,['SAN'],['SOL'],410.29999999999995,0,0,0,[2023],0.31034482758620696,131,309.29999999999995,5.718181818181818,0,100,Active,0,Santa Rosa,Panthera hybrid
214507,Tyler Martinez,MCH,25,34,13,0,3,93.1,88,54,89,35,20,5,5,0,3,3,4.63,1.28,SOL,['MCH'],['SOL'],367.29999999999995,0,0,0,[2023],0.29906542056074764,123,279.29999999999995,11.832352941176469,0,100,Active,0,McHenry,Otter
40076,Reese Millas,HAV,26,17,17,0,1,97.0,93,43,69,39,12,6,5,3,0,0,4.15,1.36,ACB,['HAV'],['ACB'],384.0,0,0,0,[2023],0.3119266055045872,132,291.0,24.88235294117647,0,100,Active,0,Havre de Grace,Earthworm
975102,Tanner Lowe,FAY,33,27,12,1,1,99.0,114,55,78,20,20,0,5,1,0,5,5.36,1.35,SOL,['FAY'],['SOL'],411.0,0,0,0,[2023],0.31034482758620696,134,297.0,15.962962962962964,0,100,Active,0,Fayetteville,Viper
634727,Ronel Hill,NEW,31,19,16,1,0,98.2,109,59,89,26,24,6,7,2,1,2,5.38,1.36,SOL,['NEW'],['SOL'],403.6,0,0,0,[2023],0.3119266055045872,135,294.6,22.610526315789475,0,100,Active,0,Newport News,Cape buffalo
107836,Nate Cosgrove,SAN,31,60,12,1,1,97.2,73,34,122,24,12,9,8,5,6,13,3.29,1.02,SOL,['SAN'],['SOL'],364.6,0,0,0,[2023],0.2537313432835821,97,291.6,6.4766666666666675,0,100,Active,0,Santa Rosa,Panthera hybrid
356381,Zack Koch,THO,23,22,18,2,0,97.2,77,45,106,32,14,6,8,0,0,1,4.21,1.21,ACB,['THO'],['ACB'],368.6,0,0,0,[2023],0.28741092636579574,109,291.6,18.20909090909091,0,100,Active,0,Thousand Oaks,Sole
886979,Joey Naylor,ERI,25,20,19,0,0,96.1,104,61,87,68,15,3,11,0,1,0,5.87,1.74,ACB,['ERI'],['ACB'],392.29999999999995,0,0,0,[2023],0.36708860759493667,172,288.29999999999995,23.014999999999997,0,100,Active,0,Erie,Ox
743789,Brad McKenna,SAN,26,27,13,1,1,93.1,103,58,79,31,25,3,8,0,2,1,5.36,1.39,SOL,['SAN'],['SOL'],382.29999999999995,0,0,0,[2023],0.31662870159453305,134,279.29999999999995,15.307407407407405,0,100,Active,0,Santa Rosa,Panthera hybrid
1036842,Zack Wisdom,SAN,27,27,15,2,3,95.1,129,80,75,32,21,5,7,2,1,0,7.52,1.65,SOL,['SAN'],['SOL'],414.29999999999995,0,0,0,[2023],0.3548387096774193,161,285.29999999999995,16.52962962962963,0,100,Active,0,Santa Rosa,Panthera hybrid
415689,Lenyn Hatch,FAY,31,42,4,1,0,99.0,98,40,107,21,14,4,3,5,2,8,3.87,1.29,SOL,['FAY'],['SOL'],395.0,0,0,0,[2023],0.30069930069930073,119,297.0,9.904761904761905,0,100,Active,0,Fayetteville,Viper
878983,Sonny Singer,GRE,27,64,2,2,4,94.1,64,21,81,19,13,4,3,2,2,17,2.11,0.87,ACB,['GRE'],['ACB'],346.29999999999995,0,0,0,[2023],0.22480620155038758,83,282.29999999999995,5.707812499999999,0,100,Active,0,Greenville,Hamster
204575,Andrew Stowers,NEI,29,31,11,3,0,95.0,111,55,66,30,19,1,12,2,0,1,5.29,1.53,ACB,['NEI'],['ACB'],396.0,0,0,0,[2023],0.33774834437086093,141,285.0,13.741935483870968,0,100,Active,0,Neilsville,Bat
203772,Scott Alu,FAY,27,37,3,1,0,94.0,89,39,71,24,10,3,5,4,1,2,3.92,1.22,SOL,['FAY'],['SOL'],371.0,0,0,0,[2023],0.2890995260663507,113,282.0,10.675675675675675,0,100,Active,0,Fayetteville,Viper
366549,Chad Seager,ROC,25,66,1,3,0,90.1,100,28,88,35,10,8,7,3,4,18,2.88,1.42,ACB,['ROC'],['ACB'],370.29999999999995,0,0,0,[2023],0.3212669683257918,135,270.29999999999995,6.140909090909091,0,100,Active,0,Rockford,Turtle
670851,Clint Herget,HAV,30,18,23,3,0,85.1,104,72,80,41,12,6,5,2,3,0,7.0,1.66,ACB,['HAV'],['ACB'],359.29999999999995,0,0,0,[2023],0.3562231759656652,145,255.29999999999998,22.238888888888887,0,100,Active,0,Havre de Grace,Earthworm
805667,Mike Gallo,ESC,27,38,8,0,3,91.1,97,54,67,31,22,2,7,2,4,4,5.68,1.47,ACB,['ESC'],['ACB'],370.29999999999995,0,0,0,[2023],0.3288590604026846,128,273.29999999999995,10.560526315789472,0,100,Active,0,Escondido,Python
985473,Zach Winn,RIC,24,18,16,0,0,85.0,74,30,87,41,8,3,5,2,2,2,3.29,1.26,ACB,['RIC'],['ACB'],329.0,0,0,0,[2023],0.29577464788732394,115,255.0,20.555555555555557,0,100,Active,0,Richmond County,Llama
611592,Kyle Lucchesi,BOI,29,18,13,0,5,90.1,94,48,49,35,12,9,3,0,4,1,4.98,1.5,SOL,['BOI'],['SOL'],364.29999999999995,0,0,0,[2023],0.3333333333333333,129,270.29999999999995,22.18333333333333,0,100,Active,0,Boise City,Swordtail
945485,Ty Abrams,GRE,26,15,19,0,1,89.1,67,29,113,15,4,7,5,2,2,1,2.8,0.9,ACB,['GRE'],['ACB'],334.29999999999995,0,0,0,[2023],0.23076923076923078,82,267.29999999999995,23.286666666666665,0,100,Active,0,Greenville,Hamster
112664,Spencer Munoz,MEL,27,22,13,0,1,87.0,97,40,67,39,15,9,8,0,0,1,3.83,1.53,ACB,['MEL'],['ACB'],358.0,0,0,0,[2023],0.33774834437086093,136,261.0,18.045454545454547,0,100,Active,0,Melbourne,Cattle
210930,Mitch Carter,DEN,33,48,1,5,1,88.0,73,41,78,24,16,8,3,3,5,3,4.28,1.09,SOL,['DEN'],['SOL'],337.0,0,0,0,[2023],0.2665036674816626,97,264.0,7.520833333333333,0,100,Active,0,Denver,Land snail
1038405,Tommy Turner,SAN,32,23,13,1,0,82.0,115,53,56,27,16,3,4,0,0,0,5.54,1.64,SOL,['SAN'],['SOL'],361.0,0,0,0,[2023],0.35344827586206895,142,246.0,16.869565217391305,0,100,Active,0,Santa Rosa,Panthera hybrid
434219,Jovani Vargas,GRE,25,16,16,4,3,84.0,66,36,56,24,11,5,4,0,0,0,3.58,1.04,ACB,['GRE'],['ACB'],318.0,0,0,0,[2023],0.25742574257425743,90,252.0,21.375,0,100,Active,0,Greenville,Hamster
642581,Austin Yastrzemski,GIL,29,80,1,1,2,85.0,56,23,113,25,5,9,5,14,5,26,2.31,0.99,SOL,['GIL'],['SOL'],311.0,0,0,0,[2023],0.24812030075187969,81,255.0,4.2,0,100,Active,0,Gilbert,Star-nosed mole
126322,Gabriel Lewis,DEN,29,15,15,3,1,88.2,75,24,87,19,8,11,3,3,3,2,2.55,1.13,SOL,['DEN'],['SOL'],339.6,0,0,0,[2023],0.27360774818401934,94,264.6,23.90666666666667,0,100,Active,0,Denver,Land snail
24705,Luke Brazoban,VIS,29,24,12,2,1,84.1,87,43,77,25,12,3,6,2,1,1,4.42,1.28,ACB,['VIS'],['ACB'],339.29999999999995,0,0,0,[2023],0.29906542056074764,112,252.29999999999998,15.179166666666665,0,100,Active,0,Visalia,Tahr
807344,Scott Goldschmidt,DES,26,23,14,4,0,82.0,121,70,60,43,19,2,7,3,1,1,7.6,1.96,ACB,['DES'],['ACB'],367.0,0,0,0,[2023],0.3951612903225806,164,246.0,17.82608695652174,0,100,Active,0,Des Moines,Cattle
88582,Andres Schmidt,LEW,25,56,0,4,2,84.2,66,26,66,24,11,6,1,4,4,7,2.58,1.07,SOL,['LEW'],['SOL'],318.6,0,0,0,[2023],0.2628992628992629,90,252.60000000000002,6.117857142857143,0,100,Active,0,Lewisville,Bird
508928,Zach Staumont,RAC,34,14,13,0,3,80.2,83,31,66,25,8,4,8,1,0,1,3.57,1.31,SOL,['RAC'],['SOL'],323.6,0,0,0,[2023],0.3039443155452436,108,240.60000000000002,24.900000000000002,0,100,Active,0,Racine,Hedgehog
932213,Joe Story,NEW,29,80,2,0,3,79.2,76,29,76,28,9,8,4,4,7,29,3.33,1.28,SOL,['NEW'],['SOL'],313.6,0,0,0,[2023],0.29906542056074764,104,237.60000000000002,4.2700000000000005,0,100,Active,0,Newport News,Cape buffalo
976195,Chris Lugo,SAN,28,77,2,4,0,84.0,70,35,88,37,6,10,7,11,9,13,3.72,1.35,SOL,['SAN'],['SOL'],322.0,0,0,0,[2023],0.31034482758620696,107,252.0,4.662337662337662,0,100,Active,0,Santa Rosa,Panthera hybrid
536500,Anthony Remillard,NEW,32,74,1,0,2,84.0,62,42,81,33,13,4,5,4,7,10,4.2,1.16,SOL,['NEW'],['SOL'],314.0,0,0,0,[2023],0.2788461538461538,95,252.0,4.6891891891891895,0,100,Active,0,Newport News,Cape buffalo
729050,Alex Luetge,SAN,25,18,8,0,2,81.1,81,53,90,45,17,3,10,1,1,0,5.69,1.56,ACB,['SAN'],['ACB'],324.29999999999995,0,0,0,[2023],0.3421052631578947,126,243.29999999999998,20.516666666666666,0,100,Active,0,Santa Rosa,Panthera hybrid
691217,TJ Millas,FAY,32,75,4,0,4,84.0,67,28,66,19,8,6,5,2,6,31,3.04,1.15,SOL,['FAY'],['SOL'],319.0,0,0,0,[2023],0.2771084337349397,86,252.0,4.506666666666667,0,100,Active,0,Fayetteville,Viper
12842,Austin De Los Santos,VIS,29,80,2,2,1,79.2,67,18,67,19,6,1,4,10,7,34,2.11,1.0,ACB,['VIS'],['ACB'],304.6,0,0,0,[2023],0.25,86,237.60000000000002,4.045,0,100,Active,0,Visalia,Tahr
302625,Heston Graveman,RIC,25,84,0,2,3,79.2,73,26,69,17,4,3,10,47,16,0,3.22,1.16,ACB,['RIC'],['ACB'],310.6,0,0,0,[2023],0.2788461538461538,90,237.60000000000002,3.9000000000000004,0,100,Active,0,Richmond County,Llama
135584,Joey Garrett,ERI,30,60,4,2,1,79.2,68,44,118,37,15,2,2,1,3,12,4.95,1.35,ACB,['ERI'],['ACB'],305.6,0,0,0,[2023],0.31034482758620696,105,237.60000000000002,5.71,0,100,Active,0,Erie,Ox
301131,Jonathan Shuster,MCH,31,75,2,2,2,79.0,64,31,105,41,11,5,2,2,3,20,3.38,1.31,SOL,['MCH'],['SOL'],301.0,0,0,0,[2023],0.3039443155452436,105,237.0,4.56,0,100,Active,0,McHenry,Otter
610814,Jose Rizzo,MEL,26,80,1,1,2,80.0,48,16,109,32,6,4,3,5,6,26,1.75,1.04,ACB,['MEL'],['ACB'],288.0,0,0,0,[2023],0.25742574257425743,80,240.0,4.0,0,100,Active,0,Melbourne,Cattle
147123,Jose Misiewicz,ROC,27,23,13,4,0,79.2,89,43,78,16,14,5,7,1,1,3,5.15,1.33,ACB,['ROC'],['ACB'],326.6,0,0,0,[2023],0.3071593533487298,105,237.60000000000002,14.895652173913044,0,100,Active,0,Rockford,Turtle
526137,Brett Young,LEW,32,18,13,0,0,81.2,74,35,52,18,15,4,7,0,3,1,4.4,1.13,SOL,['LEW'],['SOL'],317.6,0,0,0,[2023],0.27360774818401934,92,243.60000000000002,18.644444444444446,0,100,Active,0,Lewisville,Bird
236092,Bryce Benson,GRE,32,16,16,3,3,75.0,69,48,79,26,14,6,5,0,0,0,5.45,1.32,ACB,['GRE'],['ACB'],294.0,0,0,0,[2023],0.3055555555555555,95,225.0,20.0,0,100,Active,0,Greenville,Hamster
732039,Tyson Hill,LEW,29,75,1,2,1,77.2,64,24,84,17,8,7,6,3,4,31,2.55,1.05,SOL,['LEW'],['SOL'],295.6,0,0,0,[2023],0.2592592592592593,81,231.60000000000002,4.168,0,100,Active,0,Lewisville,Bird
133567,Michael McKinstry,THO,25,92,1,0,2,77.2,72,25,119,33,3,9,5,5,7,31,3.06,1.33,ACB,['THO'],['ACB'],303.6,0,0,0,[2023],0.3071593533487298,105,231.60000000000002,3.6586956521739133,0,100,Active,0,Thousand Oaks,Sole
109796,Spencer Cousins,GIL,26,36,9,1,3,79.2,75,46,59,28,13,2,4,1,1,1,5.48,1.36,SOL,['GIL'],['SOL'],312.6,0,0,0,[2023],0.3119266055045872,103,237.60000000000002,9.461111111111112,0,100,Active,0,Gilbert,Star-nosed mole
647610,Carson Rutschman,HAV,33,66,1,1,4,77.1,64,39,94,31,14,2,8,9,8,17,4.73,1.28,ACB,['HAV'],['ACB'],295.29999999999995,0,0,0,[2023],0.29906542056074764,95,231.29999999999998,4.943939393939393,0,100,Active,0,Havre de Grace,Earthworm
526337,Dominic Lewis,SAN,26,74,5,1,4,76.0,69,43,83,36,12,4,11,8,7,17,5.27,1.33,ACB,['SAN'],['ACB'],297.0,0,0,0,[2023],0.3071593533487298,105,228.0,4.5,0,100,Active,0,Santa Rosa,Panthera hybrid
423066,Johan Ramos,RIC,32,71,2,5,3,74.1,48,28,72,24,7,7,2,1,7,10,2.99,0.95,ACB,['RIC'],['ACB'],270.29999999999995,0,0,0,[2023],0.24050632911392403,72,222.29999999999998,4.145070422535211,0,100,Active,0,Richmond County,Llama
563733,Gabriel Williams,SAN,34,62,4,1,1,74.1,74,27,63,25,3,8,4,0,3,8,3.38,1.3,SOL,['SAN'],['SOL'],296.29999999999995,0,0,0,[2023],0.3023255813953489,99,222.29999999999998,5.1822580645161285,0,100,Active,0,Santa Rosa,Panthera hybrid
1030798,Jack Peralta,STE,32,76,0,0,0,75.1,73,34,73,25,11,7,5,36,9,12,3.76,1.3,SOL,['STE'],['SOL'],298.29999999999995,0,0,0,[2023],0.3023255813953489,98,225.29999999999998,4.253947368421052,0,100,Active,0,Sterling Heights,Bovid
878056,Jose Steele,THO,32,81,0,0,1,75.0,63,20,69,19,6,5,7,3,2,25,2.61,1.14,ACB,['THO'],['ACB'],288.0,0,0,0,[2023],0.2753623188405797,82,225.0,3.7901234567901234,0,100,Active,0,Thousand Oaks,Sole
275182,Justin Selby,SUN,26,22,12,1,1,80.0,91,51,82,20,13,3,3,3,0,3,6.13,1.48,ACB,['SUN'],['ACB'],331.0,0,0,0,[2023],0.33035714285714285,111,240.0,15.954545454545455,0,100,Active,0,Sunnyvale,Lamprey
960862,Josh Milner,GRE,27,79,1,0,2,73.0,75,21,60,18,4,3,4,9,3,34,2.61,1.16,ACB,['GRE'],['ACB'],294.0,0,0,0,[2023],0.2788461538461538,93,219.0,3.949367088607595,0,100,Active,0,Greenville,Hamster
459315,Christian Silseth,SAN,35,76,1,2,1,76.0,48,27,102,32,12,8,9,24,8,8,3.26,1.04,SOL,['SAN'],['SOL'],276.0,0,0,0,[2023],0.25742574257425743,80,228.0,4.052631578947368,0,100,Active,0,Santa Rosa,Panthera hybrid
621863,Drew Avila,RIC,27,78,4,2,0,76.2,70,37,83,26,6,7,8,3,9,35,4.06,1.3,ACB,['RIC'],['ACB'],298.6,0,0,0,[2023],0.3023255813953489,96,228.60000000000002,4.161538461538462,0,100,Active,0,Richmond County,Llama
533489,Riley Mountcastle,MEL,34,77,1,2,3,70.1,45,15,88,31,8,6,3,4,3,33,1.71,1.05,ACB,['MEL'],['ACB'],255.29999999999998,0,0,0,[2023],0.2592592592592593,76,210.29999999999998,3.718181818181818,0,100,Active,0,Melbourne,Cattle
121012,Zack Kelly,PAS,23,20,18,0,2,77.1,83,55,62,32,12,4,8,1,3,3,6.59,1.57,SOL,['PAS'],['SOL'],314.29999999999995,0,0,0,[2023],0.3435448577680525,115,231.29999999999998,17.314999999999998,0,100,Active,0,Pasadena,Octopus
562667,Kerry Clarke,BOI,25,67,0,1,1,73.0,81,40,47,34,6,4,3,3,5,15,4.76,1.56,SOL,['BOI'],['SOL'],300.0,0,0,0,[2023],0.3421052631578947,115,219.0,4.985074626865671,0,100,Active,0,Boise City,Swordtail
221194,Erik Sanchez,RIC,25,20,11,3,0,78.0,73,40,76,18,16,4,4,1,4,4,4.63,1.22,ACB,['RIC'],['ACB'],307.0,0,0,0,[2023],0.2890995260663507,91,234.0,16.25,0,100,Active,0,Richmond County,Llama
979381,Nick Knizner,MEL,40,31,27,2,0,178.1,155,59,160,50,20,15,9,1,2,0,3.31,1.12,ACB,['MEL'],['ACB'],689.3,0,0,0,[2023],0.2718446601941748,205,534.3,23.848387096774193,0,100,Active,0,Melbourne,Cattle
1042248,Jose Crismatt,JAC,30,35,36,2,1,207.2,195,76,182,49,19,10,12,1,2,2,2.79,1.09,ACB,['JAC'],['ACB'],816.5999999999999,0,0,0,[2023],0.2665036674816626,244,621.5999999999999,24.73142857142857,0,100,Active,0,Jacksonville,Barnacle
402311,Bruce Lyles,FAY,26,80,0,2,2,74.2,56,24,96,30,4,7,8,44,12,2,2.93,1.14,SOL,['FAY'],['SOL'],278.6,0,0,0,[2023],0.2753623188405797,86,222.60000000000002,3.8575000000000004,0,100,Active,0,Fayetteville,Viper
707553,Jake Barnes,PAS,29,71,1,1,1,73.1,58,16,90,23,4,3,5,42,4,3,2.0,1.1,SOL,['PAS'],['SOL'],277.29999999999995,0,0,0,[2023],0.26829268292682934,81,219.29999999999998,4.229577464788732,0,100,Active,0,Pasadena,Octopus
307738,Jesus Tovar,NEW,27,76,1,4,2,69.1,50,26,94,41,6,9,12,41,3,2,3.07,1.19,SOL,['NEW'],['SOL'],257.29999999999995,0,0,0,[2023],0.2840095465393795,91,207.29999999999998,3.9249999999999994,0,100,Active,0,Newport News,Cape buffalo
658890,Willson Buxton,MEL,32,74,1,1,2,74.1,82,42,90,29,11,4,3,2,8,10,5.08,1.53,ACB,['MEL'],['ACB'],304.29999999999995,0,0,0,[2023],0.33774834437086093,111,222.29999999999998,4.504054054054054,0,100,Active,0,Melbourne,Cattle
523172,Nick Luetge,RIC,27,69,0,0,0,73.1,81,35,82,28,9,5,4,2,2,9,4.01,1.44,ACB,['RIC'],['ACB'],300.29999999999995,0,0,0,[2023],0.32432432432432434,109,219.29999999999998,4.757971014492753,0,100,Active,0,Richmond County,Llama
311418,Ty Mendick,SUN,25,73,3,2,1,72.1,57,9,50,12,3,7,3,8,2,20,1.2,0.97,ACB,['SUN'],['ACB'],273.29999999999995,0,0,0,[2023],0.2443324937027708,69,216.29999999999998,3.908219178082191,0,100,Active,0,Sunnyvale,Lamprey
812976,Byron Wisely,LEW,30,14,12,1,3,76.0,48,18,81,17,10,6,2,1,2,1,2.28,0.82,SOL,['LEW'],['SOL'],276.0,0,0,0,[2023],0.21465968586387435,65,228.0,20.928571428571427,0,100,Active,0,Lewisville,Bird
308669,Mike Altuve,TAL,25,63,1,2,0,75.0,55,25,64,16,2,5,3,2,1,13,3.09,1.01,ACB,['TAL'],['ACB'],280.0,0,0,0,[2023],0.2518703241895262,71,225.0,4.698412698412699,0,100,Active,0,Tallahassee,Mandrill
956126,Max Hilliard,ERI,30,75,0,1,3,75.2,59,22,80,21,12,4,6,6,2,33,2.97,1.1,ACB,['ERI'],['ACB'],284.6,0,0,0,[2023],0.26829268292682934,80,225.60000000000002,4.074666666666667,0,100,Active,0,Erie,Ox
281294,Will Garrett,NEI,24,65,1,0,1,72.1,78,26,69,17,4,2,3,5,5,6,3.39,1.3,ACB,['NEI'],['ACB'],294.29999999999995,0,0,0,[2023],0.3023255813953489,95,216.29999999999998,4.789230769230769,0,100,Active,0,Neilsville,Bat
762984,Carson Stefanic,BOI,25,30,9,2,1,75.1,74,35,79,26,9,6,7,0,1,2,4.48,1.42,SOL,['BOI'],['SOL'],299.29999999999995,0,0,0,[2023],0.3212669683257918,100,225.29999999999998,10.843333333333332,0,100,Active,0,Boise City,Swordtail
628667,Andrew Andrus,GRE,28,72,0,1,0,74.0,48,32,82,49,6,8,8,28,9,7,3.68,1.33,ACB,['GRE'],['ACB'],270.0,0,0,0,[2023],0.3071593533487298,97,222.0,4.430555555555555,0,100,Active,0,Greenville,Hamster
45260,John Gonzalez,MEL,30,74,3,0,2,72.0,54,26,84,28,9,4,5,2,3,12,3.0,1.12,ACB,['MEL'],['ACB'],270.0,0,0,0,[2023],0.2718446601941748,82,216.0,4.027027027027027,0,100,Active,0,Melbourne,Cattle
